Date,Total.Streams,Abreviatted
2018-05-15,87244,LV
2018-05-16,96554,LV
2018-05-18,103200,LV
2018-05-21,94038,LV
2018-05-22,102570,LV
2018-05-23,97453,LV
2018-05-24,107548,LV
2018-05-25,143441,LV
2018-05-26,87047,LV
2018-05-27,78873,LV
2018-05-28,106818,LV
2018-05-29,95227,LV
2018-05-30,99458,LV
2018-05-31,99266,LV
2018-06-01,122933,LV
2018-06-02,106269,LV
2018-06-03,93258,LV
2018-06-04,114638,LV
2018-06-05,107011,LV
2018-06-06,116352,LV
2018-06-07,113453,LV
2018-06-08,119285,LV
2018-06-09,97878,LV
2018-06-10,83650,LV
2018-06-11,111099,LV
2018-06-12,114096,LV
2018-06-13,117779,LV
2018-06-14,112532,LV
2018-06-15,109057,LV
2018-06-16,86289,LV
2018-06-18,110740,LV
2018-06-19,191852,LV
2018-06-20,156877,LV
2018-06-21,140280,LV
2018-06-22,139721,LV
2018-06-23,196004,LV
2018-06-25,114543,LV
2018-06-26,121557,LV
2018-06-27,124597,LV
2018-06-28,124019,LV
2018-06-29,174210,LV
2018-06-30,128744,LV
2018-07-01,103344,LV
2018-07-02,122751,LV
2018-07-03,118513,LV
2018-07-04,131672,LV
2018-07-05,120118,LV
2018-07-06,134535,LV
2018-07-07,103867,LV
2018-07-08,97185,LV
2018-07-09,108747,LV
2018-07-10,126345,LV
2018-07-11,126705,LV
2018-07-12,135602,LV
2018-07-13,151897,LV
2018-07-14,118269,LV
2018-07-15,104316,LV
2018-07-16,141056,LV
2018-07-17,137284,LV
2018-07-18,141674,LV
2018-07-19,133634,LV
2018-07-20,153531,LV
2018-07-21,118757,LV
2018-07-22,108251,LV
2018-07-23,145416,LV
2018-07-24,134640,LV
2018-07-25,137201,LV
2018-07-26,135829,LV
2018-07-27,146277,LV
2018-07-28,116646,LV
2018-07-29,104133,LV
2018-07-30,136526,LV
2018-07-31,128850,LV
2018-08-01,132387,LV
2018-08-02,133180,LV
2018-08-03,183857,LV
2018-08-04,126131,LV
2018-08-05,111110,LV
2018-08-06,139756,LV
2018-08-07,138321,LV
2018-08-08,138699,LV
2018-08-09,127613,LV
2018-08-10,147465,LV
2018-08-11,116629,LV
2018-08-12,102367,LV
2018-08-13,137504,LV
2018-08-14,133735,LV
2018-08-15,133267,LV
2018-08-16,135616,LV
2018-08-17,179766,LV
2018-08-18,143870,LV
2018-08-19,117525,LV
2018-08-20,143083,LV
2018-08-21,135381,LV
2018-08-22,133279,LV
2018-08-23,129939,LV
2018-08-24,140030,LV
2018-08-25,112316,LV
2018-08-26,99876,LV
2018-08-27,129815,LV
2018-08-28,129463,LV
2018-08-29,127328,LV
2018-08-30,121454,LV
2018-08-31,174641,LV
2018-09-01,143188,LV
2018-09-02,127008,LV
2018-09-03,143412,LV
2018-09-04,138180,LV
2018-09-05,137123,LV
2018-09-06,133770,LV
2018-09-07,175424,LV
2018-09-08,143884,LV
2018-09-09,117271,LV
2018-09-10,137147,LV
2018-09-11,128331,LV
2018-09-12,127375,LV
2018-09-13,131856,LV
2018-09-14,157188,LV
2018-09-15,134872,LV
2018-09-16,119114,LV
2018-09-17,133181,LV
2018-09-18,133713,LV
2018-09-19,135091,LV
2018-09-20,134185,LV
2018-09-21,163611,LV
2018-09-22,125103,LV
2018-09-23,111769,LV
2018-09-24,115250,LV
2018-09-25,119244,LV
2018-09-26,123600,LV
2018-09-27,123295,LV
2018-09-28,150681,LV
2018-09-29,123370,LV
2018-09-30,106317,LV
2018-10-01,128952,LV
2018-10-02,123202,LV
2018-10-03,119348,LV
2018-10-04,115097,LV
2018-10-05,175107,LV
2018-10-06,132760,LV
2018-10-07,108519,LV
2018-10-08,128343,LV
2018-10-09,123359,LV
2018-10-10,122570,LV
2018-10-11,120607,LV
2018-10-12,141872,LV
2018-10-13,109234,LV
2018-10-14,102009,LV
2018-10-15,126898,LV
2018-10-16,115191,LV
2018-10-17,118861,LV
2018-10-18,112203,LV
2018-10-19,146399,LV
2018-10-20,103806,LV
2018-10-21,91859,LV
2018-10-22,120002,LV
2018-10-23,119561,LV
2018-10-24,116922,LV
2018-10-25,116201,LV
2018-10-26,135684,LV
2018-10-27,84522,LV
2018-10-28,81472,LV
2018-10-29,106936,LV
2018-10-30,111424,LV
2018-10-31,105792,LV
2018-11-01,106013,LV
2018-11-02,131317,LV
2018-11-03,96358,LV
2018-11-04,82770,LV
2018-11-05,110886,LV
2018-11-06,120279,LV
2018-11-07,116368,LV
2018-11-08,110843,LV
2018-11-09,186036,LV
2018-11-10,121955,LV
2018-11-11,92311,LV
2018-11-12,139886,LV
2018-11-13,128141,LV
2018-11-14,127026,LV
2018-11-15,113093,LV
2018-11-16,134125,LV
2018-11-17,99921,LV
2018-11-18,73905,LV
2018-11-19,80153,LV
2018-11-20,102922,LV
2018-11-21,109045,LV
2018-11-22,103271,LV
2018-11-23,123441,LV
2018-11-24,103570,LV
2018-11-25,92183,LV
2018-11-26,112869,LV
2018-11-27,110307,LV
2018-11-28,118462,LV
2018-11-29,114874,LV
2018-11-30,131975,LV
2018-12-01,130911,LV
2018-12-02,143700,LV
2018-12-03,138481,LV
2018-12-04,129614,LV
2018-12-05,121036,LV
2018-12-06,127048,LV
2018-12-07,182883,LV
2018-12-08,147034,LV
2018-12-09,136858,LV
2018-12-10,136742,LV
2018-12-11,134117,LV
2018-12-12,130487,LV
2018-12-13,129355,LV
2018-12-14,165708,LV
2018-12-15,147807,LV
2018-12-16,155826,LV
2018-12-17,159195,LV
2018-12-18,153687,LV
2018-12-19,160529,LV
2018-12-20,181063,LV
2018-12-21,280237,LV
2018-12-22,241149,LV
2018-12-23,256879,LV
2018-12-24,551480,LV
2018-12-25,185004,LV
2018-12-26,101279,LV
2018-12-27,105094,LV
2018-12-28,107529,LV
2018-12-29,89743,LV
2018-12-30,85278,LV
2018-12-31,151390,LV
2019-01-02,96629,LV
2019-01-03,103094,LV
2019-01-04,107944,LV
2019-01-05,87341,LV
2019-01-07,123638,LV
2019-01-08,107642,LV
2019-01-09,109533,LV
2019-01-10,107669,LV
2019-01-11,138407,LV
2019-01-12,112126,LV
2019-01-13,96668,LV
2019-01-14,128472,LV
2019-01-15,115932,LV
2019-01-16,124819,LV
2019-01-17,120159,LV
2019-01-18,150552,LV
2019-01-19,115242,LV
2019-01-20,98309,LV
2019-01-21,128497,LV
2019-01-22,116419,LV
2019-01-23,127460,LV
2019-01-24,126824,LV
2019-01-25,155020,LV
2019-01-26,109569,LV
2019-01-27,94644,LV
2019-01-28,123965,LV
2019-01-29,119770,LV
2019-01-30,131538,LV
2019-01-31,134688,LV
2019-02-01,163929,LV
2019-02-02,127716,LV
2019-02-03,113363,LV
2019-02-04,144702,LV
2019-02-05,128033,LV
2019-02-06,142611,LV
2019-02-07,135932,LV
2019-02-08,186284,LV
2019-02-09,146601,LV
2019-02-10,124702,LV
2019-02-11,157077,LV
2019-02-12,144942,LV
2019-02-13,152986,LV
2019-02-14,144285,LV
2019-02-15,172406,LV
2019-02-16,131601,LV
2019-02-17,110286,LV
2019-02-18,141071,LV
2019-02-19,132745,LV
2019-02-20,128783,LV
2019-02-21,130349,LV
2019-02-22,158162,LV
2019-02-23,108198,LV
2019-02-24,99825,LV
2019-02-25,125227,LV
2019-02-26,126272,LV
2019-02-27,125698,LV
2019-02-28,120968,LV
2019-03-01,155684,LV
2019-03-02,113750,LV
2019-03-03,101589,LV
2019-03-04,127399,LV
2019-03-05,123245,LV
2019-03-06,129554,LV
2019-03-07,125364,LV
2019-03-08,150410,LV
2019-03-09,125736,LV
2019-03-10,103018,LV
2019-03-11,140802,LV
2019-03-12,127197,LV
2019-03-13,129851,LV
2019-03-14,131209,LV
2019-03-15,146865,LV
2019-03-16,103877,LV
2019-03-17,93640,LV
2019-03-18,122969,LV
2019-03-19,120433,LV
2019-03-20,128078,LV
2019-03-21,121606,LV
2019-03-22,156411,LV
2019-03-23,115810,LV
2019-03-24,100182,LV
2019-03-25,123854,LV
2019-03-26,115849,LV
2019-03-27,125765,LV
2019-03-28,126960,LV
2019-03-29,193351,LV
2019-03-30,160666,LV
2019-03-31,131063,LV
2019-04-01,170771,LV
2019-04-02,158803,LV
2019-04-03,161456,LV
2019-04-04,157559,LV
2019-04-05,189914,LV
2019-04-06,142877,LV
2019-04-07,118223,LV
2019-04-08,145188,LV
2019-04-09,139449,LV
2019-04-10,142893,LV
2019-04-11,141776,LV
2019-04-12,181512,LV
2019-04-13,147745,LV
2019-04-14,117633,LV
2019-04-15,150068,LV
2019-04-16,144564,LV
2019-04-17,144640,LV
2019-04-18,149708,LV
2019-04-19,135722,LV
2019-04-20,105624,LV
2019-04-21,82582,LV
2019-04-22,108203,LV
2019-04-23,130259,LV
2019-04-24,128687,LV
2019-04-25,130493,LV
2019-04-26,180522,LV
2019-04-27,140756,LV
2019-04-28,110148,LV
2019-04-29,139082,LV
2019-04-30,143561,LV
2019-05-01,118779,LV
2019-05-02,121924,LV
2019-05-03,143589,LV
2019-05-04,105346,LV
2019-05-05,91877,LV
2019-05-06,110705,LV
2019-05-07,121842,LV
2019-05-08,122861,LV
2019-05-09,123794,LV
2019-05-10,146186,LV
2019-05-11,97566,LV
2019-05-13,105561,LV
2019-05-14,102784,LV
2019-05-15,143698,LV
2019-05-16,128979,LV
2019-05-17,213669,LV
2019-05-18,136866,LV
2019-05-19,123573,LV
2019-05-20,151106,LV
2019-05-21,133856,LV
2019-05-22,135986,LV
2019-05-23,136156,LV
2019-05-24,156567,LV
2019-05-25,115603,LV
2019-05-26,87389,LV
2019-05-27,139759,LV
2019-05-28,134213,LV
2019-05-29,141647,LV
2019-05-30,149769,LV
2019-05-31,161564,LV
2019-06-01,121274,LV
2019-06-02,88817,LV
2019-06-03,145254,LV
2019-06-04,127810,LV
2019-06-05,128371,LV
2019-06-06,125677,LV
2019-06-07,135893,LV
2019-06-08,108321,LV
2019-06-09,86652,LV
2019-06-10,124888,LV
2019-06-11,113902,LV
2019-06-12,120843,LV
2019-06-13,114948,LV
2019-06-14,141207,LV
2019-06-15,101031,LV
2019-06-17,125859,LV
2019-06-18,132744,LV
2019-06-19,128368,LV
2019-06-20,122428,LV
2019-06-21,160842,LV
2019-06-22,142903,LV
2019-06-23,358228,LV
2019-06-24,83250,LV
2019-06-25,115860,LV
2019-06-26,116954,LV
2019-06-27,124933,LV
2019-06-28,151002,LV
2019-06-29,119386,LV
2019-06-30,105011,LV
2019-07-01,146336,LV
2019-07-02,134169,LV
2019-07-03,133723,LV
2019-07-04,139990,LV
2019-07-05,162408,LV
2019-07-06,118663,LV
2019-07-07,88038,LV
2019-07-08,145561,LV
2019-07-09,141120,LV
2019-07-10,136955,LV
2019-07-11,149120,LV
2019-07-12,213106,LV
2019-07-13,162685,LV
2019-07-14,124584,LV
2019-07-15,166736,LV
2019-07-16,137959,LV
2019-07-17,142323,LV
2019-07-18,144808,LV
2019-07-19,172674,LV
2019-07-20,136499,LV
2019-07-21,107550,LV
2019-07-22,138966,LV
2019-07-23,137912,LV
2019-07-24,138337,LV
2019-07-25,135833,LV
2019-07-26,155564,LV
2019-07-27,116368,LV
2019-07-28,86910,LV
2019-07-29,126657,LV
2019-07-30,125154,LV
2019-07-31,125816,LV
2019-08-01,131781,LV
2019-08-02,149707,LV
2019-08-03,94147,LV
2019-08-04,88645,LV
2019-08-05,133951,LV
2019-08-06,147838,LV
2019-08-07,146543,LV
2019-08-08,134494,LV
2019-08-09,165748,LV
2019-08-10,112969,LV
2019-08-11,88490,LV
2019-08-12,130146,LV
2019-08-13,125611,LV
2019-08-14,126303,LV
2019-08-15,126942,LV
2019-08-16,144447,LV
2019-08-17,103325,LV
2019-08-18,83537,LV
2019-08-19,118507,LV
2019-08-20,121943,LV
2019-08-21,114267,LV
2019-08-22,114366,LV
2019-08-23,140469,LV
2019-08-24,91999,LV
2019-08-26,115273,LV
2019-08-27,118232,LV
2019-08-28,129758,LV
2019-08-29,128430,LV
2019-08-30,154147,LV
2019-08-31,133459,LV
2019-09-01,100258,LV
2019-09-02,120712,LV
2019-09-03,106994,LV
2019-09-04,111490,LV
2019-09-05,114549,LV
2019-09-06,174066,LV
2019-09-07,142993,LV
2019-09-08,109593,LV
2019-09-09,142954,LV
2019-09-10,143058,LV
2019-09-11,150643,LV
2019-09-12,150364,LV
2019-09-13,178900,LV
2019-09-14,138203,LV
2019-09-15,104379,LV
2019-09-16,144058,LV
2019-09-17,138580,LV
2019-09-18,139921,LV
2019-09-19,142596,LV
2019-09-20,167147,LV
2019-09-21,116476,LV
2019-09-22,103924,LV
2019-09-23,122325,LV
2019-09-24,124744,LV
2019-09-25,136734,LV
2019-09-26,139442,LV
2019-09-27,161503,LV
2019-09-28,108321,LV
2019-09-29,91421,LV
2019-09-30,107369,LV
2019-10-01,122614,LV
2019-10-02,114874,LV
2019-10-03,125398,LV
2019-10-04,171762,LV
2019-10-05,123558,LV
2019-10-06,100016,LV
2019-10-07,124199,LV
2019-10-08,130425,LV
2019-10-09,129923,LV
2019-10-10,129392,LV
2019-10-11,162270,LV
2019-10-12,128613,LV
2019-10-13,107786,LV
2019-10-14,130836,LV
2019-10-15,133185,LV
2019-10-16,138391,LV
2019-10-17,141046,LV
2019-10-18,162164,LV
2019-10-19,130927,LV
2019-10-20,100338,LV
2019-10-21,140929,LV
2019-10-22,144178,LV
2019-10-23,151051,LV
2019-10-24,155471,LV
2019-10-25,191279,LV
2019-10-26,140385,LV
2019-10-27,115805,LV
2019-10-28,151523,LV
2019-10-29,138233,LV
2019-10-30,135848,LV
2019-10-31,140644,LV
2019-11-01,160690,LV
2019-11-02,114654,LV
2019-11-03,101246,LV
2019-11-04,126892,LV
2019-11-05,129895,LV
2019-11-06,137869,LV
2019-11-07,131840,LV
2019-11-08,155919,LV
2019-11-09,116355,LV
2019-11-10,95499,LV
2019-11-11,118111,LV
2019-11-12,120802,LV
2019-11-13,120375,LV
2019-11-14,132254,LV
2019-11-15,162262,LV
2019-11-16,120520,LV
2019-11-17,103294,LV
2019-11-18,104991,LV
2019-11-19,129987,LV
2019-11-20,132392,LV
2019-11-21,129664,LV
2019-11-22,156758,LV
2019-11-23,112563,LV
2019-11-24,95099,LV
2019-11-25,117752,LV
2019-11-26,124825,LV
2019-11-27,127981,LV
2019-11-28,128414,LV
2019-11-29,149539,LV
2019-11-30,137208,LV
2019-12-01,170799,LV
2019-12-02,162912,LV
2019-12-03,155919,LV
2019-12-04,142238,LV
2019-12-05,212718,LV
2019-12-06,219481,LV
2019-12-07,178858,LV
2019-12-08,179994,LV
2019-12-09,200313,LV
2019-12-10,202449,LV
2019-12-11,192226,LV
2019-12-12,198523,LV
2019-12-13,244470,LV
2019-12-14,221985,LV
2019-12-15,197544,LV
2019-12-16,206070,LV
2019-12-17,205468,LV
2019-12-18,211319,LV
2019-12-19,218447,LV
2019-12-20,270947,LV
2019-12-21,227618,LV
2019-12-22,220994,LV
2019-12-23,323756,LV
2019-12-24,654346,LV
2019-12-25,257359,LV
2019-12-26,146130,LV
2019-12-27,168103,LV
2019-12-28,134440,LV
2019-12-29,118904,LV
2019-12-30,150192,LV
2019-12-31,191995,LV
2020-01-02,139333,LV
2020-01-03,155008,LV
2020-01-04,127485,LV
2020-01-05,106295,LV
2020-01-06,159124,LV
2020-01-07,161335,LV
2020-01-08,159134,LV
2020-01-09,176806,LV
2020-01-10,214066,LV
2020-01-11,160493,LV
2020-01-12,132800,LV
2020-01-13,179304,LV
2020-01-14,174024,LV
2020-01-15,176029,LV
2020-01-16,190468,LV
2020-01-17,292125,LV
2020-01-18,215541,LV
2020-01-19,171823,LV
2020-01-20,222160,LV
2020-01-21,211161,LV
2020-01-22,197982,LV
2020-01-23,213010,LV
2020-01-24,230257,LV
2020-01-25,170510,LV
2020-01-26,141273,LV
2020-01-27,180134,LV
2020-01-28,176388,LV
2020-01-29,183411,LV
2020-01-30,187204,LV
2020-01-31,212676,LV
2020-02-01,163137,LV
2020-02-02,138861,LV
2020-02-03,176525,LV
2020-02-04,174430,LV
2020-02-05,171025,LV
2020-02-06,173182,LV
2020-02-07,205885,LV
2020-02-08,152917,LV
2020-02-09,137804,LV
2020-02-10,163936,LV
2020-02-11,172271,LV
2020-02-12,174558,LV
2020-02-13,176708,LV
2020-02-14,229846,LV
2020-02-15,149883,LV
2020-02-16,123472,LV
2020-02-17,155002,LV
2020-02-18,154823,LV
2020-02-19,167444,LV
2020-02-20,167125,LV
2020-02-21,217988,LV
2020-02-22,177249,LV
2020-02-23,148333,LV
2020-02-24,181003,LV
2020-02-25,168456,LV
2020-02-26,168358,LV
2020-02-27,167319,LV
2020-02-28,209926,LV
2020-02-29,159220,LV
2020-03-01,126129,LV
2020-03-02,155413,LV
2020-03-03,156257,LV
2020-03-04,153529,LV
2020-03-05,158765,LV
2020-03-06,221032,LV
2020-03-07,188906,LV
2020-03-08,146161,LV
2020-03-09,173348,LV
2020-03-10,158647,LV
2020-03-11,156458,LV
2020-03-12,143590,LV
2020-03-13,212736,LV
2020-03-14,145269,LV
2020-03-15,129810,LV
2020-03-16,157403,LV
2020-03-17,153253,LV
2020-03-18,146253,LV
2020-03-19,157024,LV
2020-03-20,183038,LV
2020-03-21,149122,LV
2020-03-22,133829,LV
2020-03-23,202108,LV
2020-03-24,202639,LV
2020-03-25,177597,LV
2020-03-26,193019,LV
2020-03-27,202158,LV
2020-03-28,140747,LV
2020-03-29,96024,LV
2020-03-30,170341,LV
2020-03-31,171399,LV
2020-04-01,162278,LV
2020-04-02,162441,LV
2020-04-03,171571,LV
2020-04-04,132226,LV
2020-04-05,121976,LV
2020-04-06,176752,LV
2020-04-07,181330,LV
2020-04-08,178340,LV
2020-04-09,168765,LV
2020-04-10,145784,LV
2020-04-11,135178,LV
2020-04-12,96552,LV
2020-04-13,117426,LV
2020-04-14,166354,LV
2020-04-15,161827,LV
2020-04-16,164775,LV
2020-04-17,195736,LV
2020-04-18,140524,LV
2020-04-19,115380,LV
2020-04-20,169761,LV
2020-04-21,167153,LV
2020-04-22,169554,LV
2020-04-23,165109,LV
2020-04-24,179312,LV
2020-04-25,139320,LV
2020-04-26,114064,LV
2020-04-27,165581,LV
2020-04-28,162607,LV
2020-04-29,165664,LV
2020-04-30,183732,LV
2020-05-01,170408,LV
2020-05-02,119763,LV
2020-05-03,119367,LV
2020-05-04,129135,LV
2020-05-05,158602,LV
2020-05-06,161547,LV
2020-05-07,154741,LV
2020-05-08,176228,LV
2020-05-09,144718,LV
2020-05-10,126311,LV
2020-05-11,139194,LV
2020-05-12,162413,LV
2020-05-13,157594,LV
2020-05-14,162392,LV
2020-05-15,171211,LV
2020-05-16,126876,LV
2020-05-17,109494,LV
2020-05-18,161573,LV
2020-05-19,154211,LV
2020-05-20,158418,LV
2020-05-21,159617,LV
2020-05-22,228367,LV
2020-05-23,166324,LV
2020-05-24,110955,LV
2020-05-25,160599,LV
2020-05-26,166934,LV
2020-05-27,164264,LV
2020-05-28,164342,LV
2020-05-29,195149,LV
2020-05-30,151426,LV
2020-05-31,121808,LV
2020-06-01,145407,LV
2020-06-02,146174,LV
2020-06-03,152101,LV
2020-06-04,155796,LV
2020-06-05,177400,LV
2020-06-06,139494,LV
2020-06-07,107975,LV
2020-06-08,129800,LV
2020-06-09,140740,LV
2020-06-10,150663,LV
2020-06-11,155245,LV
2020-06-12,179458,LV
2020-06-13,174007,LV
2020-06-14,109246,LV
2020-06-15,140432,LV
2020-06-16,163663,LV
2020-06-17,160618,LV
2020-06-18,163711,LV
2020-06-19,177903,LV
2020-06-20,154430,LV
2020-06-21,137796,LV
2020-06-22,185940,LV
2020-06-23,510253,LV
2020-06-24,137229,LV
2020-06-25,128504,LV
2020-06-26,153929,LV
2020-06-27,121333,LV
2020-06-28,103077,LV
2020-06-29,138801,LV
2020-06-30,141474,LV
2020-07-01,149029,LV
2020-07-02,151791,LV
2020-07-03,192693,LV
2020-07-04,150161,LV
2020-07-05,108520,LV
2020-07-06,152445,LV
2020-07-07,164526,LV
2020-07-08,160011,LV
2020-07-09,158736,LV
2020-07-10,219312,LV
2020-07-11,177003,LV
2020-07-12,141626,LV
2020-07-13,187951,LV
2020-07-14,181596,LV
2020-07-15,182783,LV
2020-07-16,188323,LV
2020-07-17,213437,LV
2020-07-18,177291,LV
2020-07-19,131846,LV
2020-07-20,178515,LV
2020-07-21,167151,LV
2020-07-22,177311,LV
2020-07-23,174203,LV
2020-07-24,212069,LV
2020-07-25,161170,LV
2020-07-26,129526,LV
2020-07-27,171250,LV
2020-07-28,171703,LV
2020-07-29,164990,LV
2020-07-30,177708,LV
2020-07-31,201793,LV
2020-08-01,170952,LV
2020-08-02,124490,LV
2020-08-03,167832,LV
2020-08-04,164985,LV
2020-08-05,179719,LV
2020-08-06,176682,LV
2020-08-07,207089,LV
2020-08-08,152617,LV
2020-08-09,117455,LV
2020-08-10,168247,LV
2020-08-11,176465,LV
2020-08-12,179851,LV
2020-08-13,181974,LV
2020-08-14,213293,LV
2020-08-15,164803,LV
2020-08-16,124382,LV
2020-08-17,188324,LV
2020-08-18,182481,LV
2020-08-19,173229,LV
2020-08-20,179381,LV
2020-08-21,203995,LV
2020-08-22,164629,LV
2020-08-23,130262,LV
2020-08-24,172321,LV
2020-08-25,169089,LV
2020-08-26,175018,LV
2020-08-27,182995,LV
2020-08-28,210146,LV
2020-08-29,158237,LV
2020-08-30,147958,LV
2020-08-31,173858,LV
2020-09-01,166888,LV
2020-09-02,157914,LV
2020-09-03,164995,LV
2020-09-04,215712,LV
2020-09-05,180146,LV
2020-09-06,150443,LV
2020-09-07,178418,LV
2020-09-08,181297,LV
2020-09-09,189914,LV
2020-09-10,200223,LV
2020-09-11,243660,LV
2020-09-12,198713,LV
2020-09-13,150402,LV
2020-09-14,189503,LV
2020-09-15,201197,LV
2020-09-16,198115,LV
2020-09-17,195450,LV
2020-09-18,251265,LV
2020-09-19,207296,LV
2020-09-20,162507,LV
2020-09-21,194935,LV
2020-09-22,202479,LV
2020-09-23,201900,LV
2020-09-24,206849,LV
2020-09-25,273887,LV
2020-09-26,204819,LV
2020-09-27,169187,LV
2020-09-28,212254,LV
2020-09-29,210037,LV
2020-09-30,205396,LV
2020-10-01,214268,LV
2020-10-02,291053,LV
2020-10-03,210765,LV
2020-10-04,168693,LV
2020-10-05,197960,LV
2020-10-06,205351,LV
2020-10-07,205300,LV
2020-10-08,223943,LV
2020-10-09,260143,LV
2020-10-10,202009,LV
2020-10-11,156481,LV
2020-10-12,188002,LV
2020-10-13,185780,LV
2020-10-14,183193,LV
2020-10-15,193580,LV
2020-10-16,283719,LV
2020-10-17,242275,LV
2020-10-18,201229,LV
2020-10-19,226625,LV
2020-10-20,202948,LV
2020-10-21,205502,LV
2020-10-22,200981,LV
2020-10-23,245947,LV
2020-10-24,185790,LV
2020-10-25,174860,LV
2020-10-26,244976,LV
2020-10-27,235798,LV
2020-10-28,231598,LV
2020-10-29,227238,LV
2020-10-30,358547,LV
2020-10-31,228435,LV
2020-11-01,182302,LV
2020-11-02,246783,LV
2020-11-03,238608,LV
2020-11-04,227157,LV
2020-11-05,224228,LV
2020-11-06,268703,LV
2020-11-07,189556,LV
2020-11-08,154108,LV
2020-11-09,206316,LV
2020-11-10,208791,LV
2020-11-11,199894,LV
2020-11-12,208065,LV
2020-11-13,283373,LV
2020-11-14,190901,LV
2020-11-15,161815,LV
2020-11-16,213504,LV
2020-11-17,217143,LV
2020-11-18,178811,LV
2020-11-19,194284,LV
2020-11-20,254876,LV
2020-11-21,198478,LV
2020-11-22,163648,LV
2020-11-23,208395,LV
2020-11-24,210574,LV
2020-11-25,210238,LV
2020-11-26,214581,LV
2020-11-27,228015,LV
2020-11-28,209587,LV
2020-11-29,189817,LV
2020-11-30,265275,LV
2020-12-01,229441,LV
2020-12-02,273196,LV
2020-12-03,288146,LV
2020-12-04,298507,LV
2020-12-05,268530,LV
2020-12-06,236907,LV
2020-12-07,253417,LV
2020-12-08,246217,LV
2020-12-09,253270,LV
2020-12-10,257356,LV
2020-12-11,352600,LV
2020-12-12,283236,LV
2020-12-13,255174,LV
2020-12-14,297221,LV
2020-12-15,280643,LV
2020-12-16,265324,LV
2020-12-17,268015,LV
2020-12-18,331605,LV
2020-12-19,301057,LV
2020-12-20,255745,LV
2020-12-21,256720,LV
2020-12-22,275891,LV
2020-12-23,398818,LV
2020-12-24,898149,LV
2020-12-25,361568,LV
2020-12-26,212062,LV
2020-12-27,138148,LV
2020-12-28,153935,LV
2020-12-29,167371,LV
2020-12-30,185405,LV
2020-12-31,251961,LV
2021-01-01,83278,LV
2021-01-02,120178,LV
2021-01-03,119248,LV
2021-01-04,176337,LV
2021-01-05,174461,LV
2021-01-06,176996,LV
2021-01-07,176725,LV
2021-01-08,195266,LV
2021-01-09,141645,LV
2021-01-10,133079,LV
2021-01-11,196056,LV
2021-01-12,187309,LV
2021-01-13,188766,LV
2021-01-14,195166,LV
2021-01-15,207142,LV
2021-01-16,146925,LV
2021-01-17,135015,LV
2021-01-18,182651,LV
2021-01-19,187113,LV
2021-01-20,179017,LV
2021-01-21,189474,LV
2021-01-22,204766,LV
2021-01-23,160365,LV
2021-01-24,131562,LV
2021-01-25,184111,LV
2021-01-26,182979,LV
2021-01-27,182886,LV
2021-01-28,181826,LV
2021-01-29,199474,LV
2021-01-30,142111,LV
2021-01-31,131216,LV
2021-02-01,173999,LV
2021-02-02,164613,LV
2021-02-03,172703,LV
2021-02-04,171298,LV
2021-02-05,196863,LV
2021-02-06,138192,LV
2021-02-07,121394,LV
2021-02-08,152911,LV
2021-02-09,158448,LV
2021-02-10,157223,LV
2021-02-11,169940,LV
2021-02-12,198589,LV
2021-02-13,136323,LV
2021-02-14,122873,LV
2021-02-15,153414,LV
2021-02-16,151526,LV
2021-02-17,158963,LV
2021-02-18,153401,LV
2021-02-19,185261,LV
2021-02-20,136597,LV
2021-02-21,121156,LV
2021-02-22,153748,LV
2021-02-23,160711,LV
2021-02-24,160261,LV
2021-02-25,170215,LV
2021-02-26,217613,LV
2021-02-27,156833,LV
2021-02-28,124938,LV
2021-03-01,169644,LV
2021-03-02,160989,LV
2021-03-03,161527,LV
2021-03-04,165202,LV
2021-03-05,203307,LV
2021-03-06,158306,LV
2021-03-07,126558,LV
2021-03-08,155221,LV
2021-03-09,152719,LV
2021-03-10,161701,LV
2021-03-11,171688,LV
2021-03-12,211029,LV
2021-03-13,155838,LV
2021-03-14,129741,LV
2021-03-15,170218,LV
2021-03-16,170503,LV
2021-03-17,171972,LV
2021-03-18,167828,LV
2021-03-19,194468,LV
2021-03-20,159650,LV
2021-03-21,125074,LV
2021-03-22,172014,LV
2021-03-23,173407,LV
2021-03-24,168441,LV
2021-03-25,173960,LV
2021-03-26,218726,LV
2021-03-27,167633,LV
2021-03-28,116341,LV
2021-03-29,160547,LV
2021-03-30,171116,LV
2021-03-31,182011,LV
2021-04-01,232756,LV
2021-04-02,185998,LV
2021-04-03,151284,LV
2021-04-04,124665,LV
2021-04-05,126283,LV
2021-04-06,172598,LV
2021-04-07,184842,LV
2021-04-08,187888,LV
2021-04-09,230383,LV
2021-04-10,185144,LV
2021-04-11,145095,LV
2021-04-12,179118,LV
2021-04-13,173549,LV
2021-04-14,184822,LV
2021-04-15,182990,LV
2021-04-16,228172,LV
2021-04-17,190550,LV
2021-04-18,151276,LV
2021-04-19,179539,LV
2021-04-20,180164,LV
2021-04-21,183760,LV
2021-04-22,177591,LV
2021-04-23,208345,LV
2021-04-24,162108,LV
2021-04-25,126858,LV
2021-04-26,164783,LV
2021-04-27,168007,LV
2021-04-28,178101,LV
2021-04-29,185761,LV
2021-04-30,233378,LV
2021-05-01,194986,LV
2021-05-02,151750,LV
2021-05-03,150022,LV
2021-05-04,154097,LV
