Date,Total.Streams,Abreviatted
2020-06-09,1995234,CH
2020-06-10,2086318,CH
2020-06-11,2086744,CH
2020-06-12,2428679,CH
2020-06-13,2155838,CH
2020-06-14,1720672,CH
2020-06-15,1976255,CH
2020-06-16,2018424,CH
2020-06-17,2010030,CH
2020-06-18,2054856,CH
2020-06-19,2516530,CH
2020-06-20,2376120,CH
2020-06-21,1931805,CH
2020-06-22,2115812,CH
2020-06-23,2165734,CH
2020-06-24,2205781,CH
2020-06-25,2186173,CH
2020-06-26,2438731,CH
2020-06-27,2341739,CH
2020-06-28,1830121,CH
2020-06-29,2068316,CH
2020-06-30,2152725,CH
2020-07-01,2131224,CH
2020-07-02,2109213,CH
2020-07-03,2755819,CH
2020-07-04,2587790,CH
2020-07-05,2117847,CH
2020-07-06,2241882,CH
2020-07-07,2258044,CH
2020-07-08,2273394,CH
2020-07-09,2246410,CH
2020-07-10,2486900,CH
2020-07-11,2386349,CH
2020-07-12,2065280,CH
2020-07-13,2196784,CH
2020-07-14,2156043,CH
2020-07-15,2097080,CH
2020-07-16,2102114,CH
2020-07-17,2506475,CH
2020-07-18,2459571,CH
2020-07-19,2052648,CH
2020-07-20,2210641,CH
2020-07-21,2125543,CH
2020-07-22,2132020,CH
2020-07-23,2203814,CH
2020-07-24,2716746,CH
2020-07-25,2512389,CH
2020-07-26,2007780,CH
2020-07-27,2236006,CH
2020-07-28,2112846,CH
2020-07-29,2168588,CH
2020-07-30,2190483,CH
2020-07-31,2702301,CH
2020-08-01,2369553,CH
2020-08-02,1892605,CH
2020-08-03,2133632,CH
2020-08-04,2116798,CH
2020-08-05,2154228,CH
2020-08-06,2169694,CH
2020-08-07,2499058,CH
2020-08-08,2333519,CH
2020-08-09,1943599,CH
2020-08-10,2066237,CH
2020-08-11,2086629,CH
2020-08-12,2096582,CH
2020-08-13,2080682,CH
2020-08-14,2421450,CH
2020-08-15,2338908,CH
2020-08-16,1870128,CH
2020-08-17,2012497,CH
2020-08-18,2041135,CH
2020-08-19,2071152,CH
2020-08-20,2114991,CH
2020-08-21,2516498,CH
2020-08-22,2301611,CH
2020-08-23,1888630,CH
2020-08-24,2073520,CH
2020-08-25,2102527,CH
2020-08-26,2157633,CH
2020-08-27,2159013,CH
2020-08-28,2654107,CH
2020-08-29,2391971,CH
2020-08-30,1852534,CH
2020-08-31,2161235,CH
2020-09-01,2143842,CH
2020-09-02,2187495,CH
2020-09-03,2171321,CH
2020-09-04,2627427,CH
2020-09-05,2427769,CH
2020-09-06,1830717,CH
2020-09-07,2121295,CH
2020-09-08,2146562,CH
2020-09-09,2205425,CH
2020-09-10,2171680,CH
2020-09-11,2924012,CH
2020-09-12,2633224,CH
2020-09-13,2060974,CH
2020-09-14,2280699,CH
2020-09-15,2256452,CH
2020-09-16,2269549,CH
2020-09-17,2250654,CH
2020-09-18,3310501,CH
2020-09-19,2695713,CH
2020-09-20,2109149,CH
2020-09-21,2332295,CH
2020-09-22,2339073,CH
2020-09-23,2334158,CH
2020-09-24,2299479,CH
2020-09-25,2678939,CH
2020-09-26,2412969,CH
2020-09-27,1898995,CH
2020-09-28,2140556,CH
2020-09-29,2119920,CH
2020-09-30,2197795,CH
2020-10-01,2130704,CH
2020-10-02,2692268,CH
2020-10-03,2349264,CH
2020-10-04,1839464,CH
2020-10-05,2065620,CH
2020-10-06,2080368,CH
2020-10-07,2238538,CH
2020-10-08,2185934,CH
2020-10-09,2334120,CH
2020-10-10,2141795,CH
2020-10-11,1725334,CH
2020-10-12,1949376,CH
2020-10-13,1949988,CH
2020-10-14,1979067,CH
2020-10-15,1999323,CH
2020-10-16,2313050,CH
2020-10-17,2086163,CH
2020-10-18,1696776,CH
2020-10-19,1937984,CH
2020-10-20,1974137,CH
2020-10-21,2007286,CH
2020-10-22,2005068,CH
2020-10-23,2436479,CH
2020-10-24,2307765,CH
2020-10-25,1886720,CH
2020-10-26,1985821,CH
2020-10-27,2047287,CH
2020-10-28,2018126,CH
2020-10-29,2034408,CH
2020-10-30,2710290,CH
2020-10-31,2432324,CH
2020-11-01,1849411,CH
2020-11-02,2061116,CH
2020-11-03,2013307,CH
2020-11-04,2003447,CH
2020-11-05,2005724,CH
2020-11-06,2405572,CH
2020-11-07,2293814,CH
2020-11-08,1814942,CH
2020-11-09,1982325,CH
2020-11-10,1993552,CH
2020-11-11,2052062,CH
2020-11-12,2050109,CH
2020-11-13,2502984,CH
2020-11-14,2370894,CH
2020-11-15,1855190,CH
2020-11-16,1975670,CH
2020-11-17,2065669,CH
2020-11-18,2070615,CH
2020-11-19,2022124,CH
2020-11-20,2698441,CH
2020-11-21,2440553,CH
2020-11-22,1945020,CH
2020-11-23,2025824,CH
2020-11-24,2045243,CH
2020-11-25,2118809,CH
2020-11-26,2107659,CH
2020-11-27,2462761,CH
2020-11-28,2661797,CH
2020-11-29,2456518,CH
2020-11-30,2125875,CH
2020-12-01,2426497,CH
2020-12-02,2402777,CH
2020-12-03,2337624,CH
2020-12-04,2694084,CH
2020-12-05,3137075,CH
2020-12-06,2942015,CH
2020-12-07,2244201,CH
2020-12-08,2250625,CH
2020-12-09,2284072,CH
2020-12-10,2213856,CH
2020-12-11,2756915,CH
2020-12-12,2961475,CH
2020-12-13,2454130,CH
2020-12-14,2142917,CH
2020-12-15,2163336,CH
2020-12-16,2259051,CH
2020-12-17,2301139,CH
2020-12-18,2756319,CH
2020-12-19,3010054,CH
2020-12-20,2668860,CH
2020-12-21,2460175,CH
2020-12-22,2545742,CH
2020-12-23,3143328,CH
2020-12-24,8088271,CH
2020-12-25,4628100,CH
2020-12-26,2269478,CH
2020-12-27,1744076,CH
2020-12-28,1902927,CH
2020-12-29,1897380,CH
2020-12-30,1952961,CH
2020-12-31,2954466,CH
2021-01-01,1705350,CH
2021-01-02,1905002,CH
2021-01-03,1651436,CH
2021-01-04,1887401,CH
2021-01-05,1876549,CH
2021-01-06,1902544,CH
2021-01-07,1918979,CH
2021-01-08,2245785,CH
2021-01-09,2171764,CH
2021-01-10,1750416,CH
2021-01-11,1934739,CH
2021-01-12,1951170,CH
2021-01-13,1999187,CH
2021-01-14,1970911,CH
2021-01-15,2282609,CH
2021-01-16,2184323,CH
2021-01-17,1741236,CH
2021-01-18,1964979,CH
2021-01-19,1985925,CH
2021-01-20,2025174,CH
2021-01-21,2010027,CH
2021-01-22,2397598,CH
2021-01-23,2295255,CH
2021-01-24,1837356,CH
2021-01-25,1921761,CH
2021-01-26,1951806,CH
2021-01-27,2000255,CH
2021-01-28,1991363,CH
2021-01-29,2338144,CH
2021-01-30,2266492,CH
2021-01-31,1785219,CH
2021-02-01,1919533,CH
2021-02-02,1936671,CH
2021-02-03,2002881,CH
2021-02-04,1994607,CH
2021-02-05,2404138,CH
2021-02-06,2236567,CH
2021-02-07,1777068,CH
2021-02-08,1927180,CH
2021-02-09,1941999,CH
2021-02-10,1996882,CH
2021-02-11,1942817,CH
2021-02-12,2344235,CH
2021-02-13,2212260,CH
2021-02-14,1796172,CH
2021-02-15,1905542,CH
2021-02-16,1955821,CH
2021-02-17,1996901,CH
2021-02-18,1988498,CH
2021-02-19,2481545,CH
2021-02-20,2378297,CH
2021-02-21,1921075,CH
2021-02-22,1976896,CH
2021-02-23,2026463,CH
2021-02-24,2057182,CH
2021-02-25,2079305,CH
2021-02-26,2403940,CH
2021-02-27,2312254,CH
2021-02-28,1882042,CH
2021-03-01,1972729,CH
2021-03-02,2003118,CH
2021-03-03,2027918,CH
2021-03-04,2031119,CH
2021-03-05,2987566,CH
2021-03-06,2661982,CH
2021-03-07,2022737,CH
2021-03-08,2200727,CH
2021-03-09,2170666,CH
2021-03-10,2216782,CH
2021-03-11,2132680,CH
2021-03-12,2602961,CH
2021-03-13,2438623,CH
2021-03-14,1872306,CH
2021-03-15,2008217,CH
2021-03-16,2040153,CH
2021-03-17,2099171,CH
2021-03-18,2081796,CH
2021-03-19,2855699,CH
2021-03-20,2607133,CH
2021-03-21,1997877,CH
2021-03-22,2163798,CH
2021-03-23,2178133,CH
2021-03-24,2253497,CH
2021-03-25,2185477,CH
2021-03-26,2616584,CH
2021-03-27,2482045,CH
2021-03-28,2032703,CH
2021-03-29,2140107,CH
2021-03-30,2174979,CH
2021-03-31,2283573,CH
2021-04-01,2518386,CH
2021-04-02,2432641,CH
2021-04-03,2286191,CH
2021-04-04,2022486,CH
2021-04-05,1910876,CH
2021-04-06,2048884,CH
2021-04-07,2085581,CH
2021-04-08,2154478,CH
2021-04-09,2639215,CH
2021-04-10,2537214,CH
2021-04-11,1971168,CH
2021-04-12,2087846,CH
2021-04-13,2097041,CH
2021-04-14,2131747,CH
2021-04-15,2136526,CH
2021-04-16,2571309,CH
2021-04-17,2433808,CH
2021-04-18,1836688,CH
2021-04-19,2134454,CH
2021-04-20,2139561,CH
2021-04-21,2159898,CH
2021-04-22,2169381,CH
2021-04-23,2589152,CH
2021-04-24,2561196,CH
2021-04-25,2033783,CH
2021-04-26,2070537,CH
2021-04-27,2130831,CH
2021-04-28,2112447,CH
2021-04-29,2543066,CH
2021-04-30,3010178,CH
2021-05-01,2552361,CH
2021-05-02,1982902,CH
2021-05-03,2243461,CH
2021-05-04,2169419,CH
2021-05-05,2190511,CH
2021-05-06,2148760,CH
2021-05-07,2623733,CH
2021-05-08,2624614,CH
2021-05-09,2063399,CH
2021-05-10,2047008,CH
2021-05-11,2057743,CH
2021-05-12,2350682,CH
2021-05-13,2117367,CH
2021-05-14,2688454,CH
2021-05-15,2322651,CH
2021-05-16,1857892,CH
2021-05-17,2082985,CH
2021-05-18,2087195,CH
2021-05-19,2121239,CH
2021-05-20,2126226,CH
2021-05-21,2564985,CH
2021-05-22,2455410,CH
2021-05-23,2161722,CH
2021-05-24,1955063,CH
2021-05-25,2197890,CH
2021-05-26,2215870,CH
2021-05-27,2174479,CH
2021-05-28,2737770,CH
2021-05-29,2511802,CH
2021-05-30,2102199,CH
2021-05-31,2221116,CH
2021-06-01,2270422,CH
2021-06-02,2278132,CH
2021-06-03,2259706,CH
2021-06-04,2595370,CH
2021-06-05,2371800,CH
2021-06-06,1912407,CH
2021-06-07,2079548,CH
2021-06-08,2119338,CH
2021-06-09,2201377,CH
2021-06-10,2269963,CH
2021-06-11,2693701,CH
2021-06-12,2393921,CH
2021-06-13,1980934,CH
2021-06-14,2138520,CH
2017-01-01,4993454,CL
2017-01-02,3822122,CL
2017-01-03,4396092,CL
2017-01-04,4450076,CL
2017-01-05,4530468,CL
2017-01-06,4755555,CL
2017-01-07,4728438,CL
2017-01-08,4267812,CL
2017-01-09,4492036,CL
2017-01-10,4462808,CL
2017-01-11,4498003,CL
2017-01-12,4593611,CL
2017-01-13,4879280,CL
2017-01-14,4845406,CL
2017-01-15,4354102,CL
2017-01-16,4784740,CL
2017-01-17,4792053,CL
2017-01-18,4846065,CL
2017-01-19,4875728,CL
2017-01-20,5058490,CL
2017-01-21,5024197,CL
2017-01-22,4509488,CL
2017-01-23,4930780,CL
2017-01-24,4925844,CL
2017-01-25,4868030,CL
2017-01-26,4679851,CL
2017-01-27,5029973,CL
2017-01-28,5102586,CL
2017-01-29,4686403,CL
2017-01-30,5043090,CL
2017-01-31,5122758,CL
2017-02-01,5280011,CL
2017-02-02,5266329,CL
2017-02-03,5329925,CL
2017-02-04,5227208,CL
2017-02-05,4886578,CL
2017-02-06,5160539,CL
2017-02-07,5195712,CL
2017-02-08,5165020,CL
2017-02-09,5156409,CL
2017-02-10,5377612,CL
2017-02-11,5268122,CL
2017-02-12,4795016,CL
2017-02-13,5098661,CL
2017-02-14,5030697,CL
2017-02-15,5049635,CL
2017-02-16,5128887,CL
2017-02-17,5248385,CL
2017-02-18,4913847,CL
2017-02-19,4795742,CL
2017-02-20,5171189,CL
2017-02-21,4926316,CL
2017-02-22,4950664,CL
2017-02-23,5061699,CL
2017-02-24,5415134,CL
2017-02-25,4922311,CL
2017-02-26,4583031,CL
2017-02-27,5443015,CL
2017-02-28,5525904,CL
2017-03-01,5585830,CL
2017-03-02,5551286,CL
2017-03-03,5868200,CL
2017-03-04,5740172,CL
2017-03-05,5295655,CL
2017-03-06,5404648,CL
2017-03-07,5409781,CL
2017-03-08,5410359,CL
2017-03-09,5556997,CL
2017-03-10,5920697,CL
2017-03-11,5871124,CL
2017-03-12,5355447,CL
2017-03-13,5502328,CL
2017-03-14,5578472,CL
2017-03-15,5629118,CL
2017-03-16,5578371,CL
2017-03-17,5848357,CL
2017-03-18,5809531,CL
2017-03-19,5254041,CL
2017-03-20,5345351,CL
2017-03-21,5429237,CL
2017-03-22,5492077,CL
2017-03-23,5391688,CL
2017-03-24,5398903,CL
2017-03-25,5673571,CL
2017-03-26,5077838,CL
2017-03-27,5341740,CL
2017-03-28,5126972,CL
2017-03-29,5350280,CL
2017-03-30,5412753,CL
2017-03-31,5766976,CL
2017-04-01,5570103,CL
2017-04-02,4948819,CL
2017-04-03,5252079,CL
2017-04-04,5371682,CL
2017-04-05,5414572,CL
2017-04-06,5393611,CL
2017-04-07,5617193,CL
2017-04-08,5341790,CL
2017-04-09,4930670,CL
2017-04-10,5143304,CL
2017-04-11,5243258,CL
2017-04-12,5325729,CL
2017-04-13,5935927,CL
2017-04-14,5222093,CL
2017-04-15,4871333,CL
2017-04-16,5018774,CL
2017-04-17,5476062,CL
2017-04-18,5539586,CL
2017-04-19,4643000,CL
2017-04-20,5199181,CL
2017-04-21,5621820,CL
2017-04-22,5593402,CL
2017-04-23,4847135,CL
2017-04-24,5030518,CL
2017-04-25,5175965,CL
2017-04-26,5320937,CL
2017-04-27,5379673,CL
2017-04-28,5835590,CL
2017-04-29,5865300,CL
2017-04-30,5315112,CL
2017-05-01,4923380,CL
2017-05-02,5378973,CL
2017-05-03,5475244,CL
2017-05-04,5566395,CL
2017-05-05,5917555,CL
2017-05-06,5546226,CL
2017-05-07,4898477,CL
2017-05-08,5407993,CL
2017-05-09,5558124,CL
2017-05-10,5430483,CL
2017-05-11,5292271,CL
2017-05-12,5789956,CL
2017-05-13,5718839,CL
2017-05-14,4841906,CL
2017-05-15,5373835,CL
2017-05-16,5488294,CL
2017-05-17,5467213,CL
2017-05-18,5481016,CL
2017-05-19,5786774,CL
2017-05-20,5455410,CL
2017-05-21,4834517,CL
2017-05-22,5144094,CL
2017-05-23,5219918,CL
2017-05-24,5200058,CL
2017-05-25,5242856,CL
2017-05-26,5804347,CL
2017-05-27,5694589,CL
2017-05-28,4943239,CL
2017-05-29,5091766,CL
2017-06-01,5450529,CL
2017-06-03,5418900,CL
2017-06-04,4917581,CL
2017-06-05,5068357,CL
2017-06-06,5189724,CL
2017-06-07,5084809,CL
2017-06-08,5195879,CL
2017-06-09,5485485,CL
2017-06-10,5699809,CL
2017-06-11,5065188,CL
2017-06-12,5108025,CL
2017-06-13,5102081,CL
2017-06-14,5240312,CL
2017-06-15,5308069,CL
2017-06-16,5419962,CL
2017-06-17,4976784,CL
2017-06-18,4346822,CL
2017-06-19,4820276,CL
2017-06-20,5023518,CL
2017-06-21,5076405,CL
2017-06-22,4798687,CL
2017-06-23,5663746,CL
2017-06-24,5464192,CL
2017-06-25,4532095,CL
2017-06-26,4412806,CL
2017-06-27,5160371,CL
2017-06-28,4565036,CL
2017-06-29,5177013,CL
2017-06-30,5782906,CL
2017-07-01,5858843,CL
2017-07-02,4471100,CL
2017-07-03,5189371,CL
2017-07-04,5401574,CL
2017-07-05,5547755,CL
2017-07-06,5817174,CL
2017-07-07,6277348,CL
2017-07-08,5878785,CL
2017-07-09,5255178,CL
2017-07-10,5640302,CL
2017-07-11,5745622,CL
2017-07-12,5764169,CL
2017-07-13,5764186,CL
2017-07-14,6134222,CL
2017-07-15,5301382,CL
2017-07-16,4822150,CL
2017-07-17,5422382,CL
2017-07-18,5631457,CL
2017-07-19,5747320,CL
2017-07-20,5848750,CL
2017-07-21,6207223,CL
2017-07-22,5616115,CL
2017-07-23,4989749,CL
2017-07-24,5430359,CL
2017-07-25,5471833,CL
2017-07-26,5639351,CL
2017-07-27,5728870,CL
2017-07-28,6062902,CL
2017-07-29,5922108,CL
2017-07-30,5317774,CL
2017-07-31,5454814,CL
2017-08-01,5576150,CL
2017-08-02,5803523,CL
2017-08-03,5875491,CL
2017-08-04,6289698,CL
2017-08-05,5945192,CL
2017-08-06,5480081,CL
2017-08-07,5728500,CL
2017-08-08,5956688,CL
2017-08-09,5983798,CL
2017-08-10,5913812,CL
2017-08-11,6382812,CL
2017-08-12,6498955,CL
2017-08-13,5405846,CL
2017-08-14,5994195,CL
2017-08-15,5609134,CL
2017-08-16,6206177,CL
2017-08-17,6324520,CL
2017-08-18,6658855,CL
2017-08-19,6379603,CL
2017-08-20,5861359,CL
2017-08-21,6240206,CL
2017-08-22,6231883,CL
2017-08-23,6345319,CL
2017-08-24,6391525,CL
2017-08-25,6725314,CL
2017-08-26,6740407,CL
2017-08-27,5375459,CL
2017-08-28,6061937,CL
2017-08-29,6270928,CL
2017-08-30,6448334,CL
2017-08-31,6310312,CL
2017-09-01,6675449,CL
2017-09-02,6797313,CL
2017-09-03,5841945,CL
2017-09-04,6439975,CL
2017-09-05,5992977,CL
2017-09-06,6503304,CL
2017-09-07,6612318,CL
2017-09-08,6945745,CL
2017-09-09,6542516,CL
2017-09-10,5702747,CL
2017-09-11,6256164,CL
2017-09-12,6438216,CL
2017-09-13,6466151,CL
2017-09-14,6709285,CL
2017-09-15,7518698,CL
2017-09-16,7719650,CL
2017-09-17,7238295,CL
2017-09-18,6979522,CL
2017-09-19,5052082,CL
2017-09-20,6105160,CL
2017-09-21,6355485,CL
2017-09-22,6753424,CL
2017-09-23,6530560,CL
2017-09-24,5817333,CL
2017-09-25,6268531,CL
2017-09-26,6352550,CL
2017-09-27,6390049,CL
2017-09-28,6404307,CL
2017-09-29,6817764,CL
2017-09-30,6107382,CL
2017-10-01,5742735,CL
2017-10-02,6191661,CL
2017-10-03,6431113,CL
2017-10-04,6408747,CL
2017-10-05,6326750,CL
2017-10-06,6939552,CL
2017-10-07,6863564,CL
2017-10-08,6224753,CL
2017-10-09,5987444,CL
2017-10-10,6288545,CL
2017-10-11,6059367,CL
2017-10-12,6558476,CL
2017-10-13,7202685,CL
2017-10-14,7018628,CL
2017-10-15,6167716,CL
2017-10-16,6458214,CL
2017-10-17,6447122,CL
2017-10-18,6592337,CL
2017-10-19,6790554,CL
2017-10-20,7161870,CL
2017-10-21,7089682,CL
2017-10-22,6229921,CL
2017-10-23,6543594,CL
2017-10-24,6726898,CL
2017-10-25,6871543,CL
2017-10-26,7233729,CL
2017-10-27,7119766,CL
2017-10-28,6221893,CL
2017-10-29,5673449,CL
2017-10-30,6441500,CL
2017-10-31,6653865,CL
2017-11-01,5729612,CL
2017-11-02,6335219,CL
2017-11-03,7095725,CL
2017-11-04,6613812,CL
2017-11-05,6069884,CL
2017-11-06,6569429,CL
2017-11-07,6727606,CL
2017-11-08,6975908,CL
2017-11-09,7132649,CL
2017-11-10,7672952,CL
2017-11-11,7424907,CL
2017-11-12,6562067,CL
2017-11-13,6873494,CL
2017-11-14,7016677,CL
2017-11-15,7012170,CL
2017-11-16,7142017,CL
2017-11-17,7732017,CL
2017-11-18,7543864,CL
2017-11-19,6481301,CL
2017-11-20,6857680,CL
2017-11-21,7205185,CL
2017-11-22,7430151,CL
2017-11-23,7358389,CL
2017-11-24,7744388,CL
2017-11-25,7587307,CL
2017-11-26,6587986,CL
2017-11-27,6957534,CL
2017-11-28,7132232,CL
2017-11-29,7252848,CL
2017-11-30,7328554,CL
2017-12-01,7871583,CL
2017-12-02,6835830,CL
2017-12-03,6395205,CL
2017-12-04,7392123,CL
2017-12-05,7461647,CL
2017-12-06,7661658,CL
2017-12-07,8048379,CL
2017-12-08,7665872,CL
2017-12-09,7189672,CL
2017-12-10,6806640,CL
2017-12-11,7288804,CL
2017-12-12,7113056,CL
2017-12-13,7409640,CL
2017-12-14,7531723,CL
2017-12-15,7833073,CL
2017-12-16,7406497,CL
2017-12-17,6619420,CL
2017-12-18,7150934,CL
2017-12-19,7366128,CL
2017-12-20,7460654,CL
2017-12-21,7473097,CL
2017-12-22,7742777,CL
2017-12-23,7653930,CL
2017-12-24,7495686,CL
2017-12-25,7047281,CL
2017-12-26,7273861,CL
2017-12-27,7566147,CL
2017-12-28,7584268,CL
2017-12-29,7943464,CL
2017-12-30,8009291,CL
2017-12-31,8096804,CL
2018-01-01,7662760,CL
2018-01-02,7097595,CL
2018-01-03,7272653,CL
2018-01-04,7343933,CL
2018-01-05,7801410,CL
2018-01-06,7777568,CL
2018-01-07,7053253,CL
2018-01-08,7342723,CL
2018-01-09,7381355,CL
2018-01-10,7500050,CL
2018-01-11,7598555,CL
2018-01-12,8080785,CL
2018-01-13,8061450,CL
2018-01-14,7107081,CL
2018-01-15,7421049,CL
2018-01-16,7082532,CL
2018-01-17,7547831,CL
2018-01-18,7571763,CL
2018-01-19,8007778,CL
2018-01-20,7976471,CL
2018-01-21,7008686,CL
2018-01-22,7534981,CL
2018-01-23,7538334,CL
2018-01-24,7720914,CL
2018-01-25,7784156,CL
2018-01-26,7992384,CL
2018-01-27,7954232,CL
2018-01-28,7143640,CL
2018-01-29,7534741,CL
2018-01-30,7529141,CL
2018-01-31,7671462,CL
2018-02-01,7951673,CL
2018-02-02,8223373,CL
2018-02-03,8062042,CL
2018-02-04,7274332,CL
2018-02-05,7656558,CL
2018-02-06,7702762,CL
2018-02-07,7854497,CL
2018-02-08,7917536,CL
2018-02-09,8444565,CL
2018-02-10,8153522,CL
2018-02-11,7357247,CL
2018-02-12,7902108,CL
2018-02-13,7834206,CL
2018-02-14,7848021,CL
2018-02-15,7837836,CL
2018-02-16,8282082,CL
2018-02-17,7798661,CL
2018-02-18,7326746,CL
2018-02-19,7774700,CL
2018-02-20,7733231,CL
2018-02-21,7421180,CL
2018-02-22,7541591,CL
2018-02-23,7877951,CL
2018-02-24,7569959,CL
2018-02-25,6854667,CL
2018-02-26,7417581,CL
2018-02-27,7924994,CL
2018-02-28,7952475,CL
2018-03-01,8055107,CL
2018-03-02,8483847,CL
2018-03-03,8328500,CL
2018-03-04,7463365,CL
2018-03-05,7693017,CL
2018-03-06,7326640,CL
2018-03-07,6954339,CL
2018-03-08,7076846,CL
2018-03-09,7515392,CL
2018-03-10,7419217,CL
2018-03-11,6710554,CL
2018-03-12,7161451,CL
2018-03-13,7230834,CL
2018-03-14,7113450,CL
2018-03-15,7261759,CL
2018-03-16,7767130,CL
2018-03-17,7205185,CL
2018-03-18,6362688,CL
2018-03-19,7164310,CL
2018-03-20,7431332,CL
2018-03-21,7687454,CL
2018-03-22,7701802,CL
2018-03-23,8207701,CL
2018-03-24,7736452,CL
2018-03-25,6822403,CL
2018-03-26,7354584,CL
2018-03-27,7336172,CL
2018-03-28,7774455,CL
2018-03-29,8454092,CL
2018-03-30,7258423,CL
2018-03-31,6671076,CL
2018-04-01,6840653,CL
2018-04-02,7257774,CL
2018-04-03,7237504,CL
2018-04-04,7199598,CL
2018-04-05,7368138,CL
2018-04-06,7721383,CL
2018-04-07,7258898,CL
2018-04-08,6445084,CL
2018-04-09,6859626,CL
2018-04-10,6750290,CL
2018-04-11,6957873,CL
2018-04-12,7161651,CL
2018-04-13,7886265,CL
2018-04-14,7620078,CL
2018-04-15,6423743,CL
2018-04-16,7079184,CL
2018-04-17,7304263,CL
2018-04-18,7361329,CL
2018-04-19,7178947,CL
2018-04-20,7686177,CL
2018-04-21,7336732,CL
2018-04-22,6244313,CL
2018-04-23,6817389,CL
2018-04-24,6887698,CL
2018-04-25,6942798,CL
2018-04-26,6990111,CL
2018-04-27,7636831,CL
2018-04-28,7265333,CL
2018-04-29,6258400,CL
2018-04-30,6690650,CL
2018-05-01,5796309,CL
2018-05-02,6651577,CL
2018-05-03,6782503,CL
2018-05-04,7371096,CL
2018-05-05,7084152,CL
2018-05-06,6061351,CL
2018-05-07,6816518,CL
2018-05-08,6931247,CL
2018-05-09,7009049,CL
2018-05-10,7091640,CL
2018-05-11,7711140,CL
2018-05-12,7338589,CL
2018-05-13,6059388,CL
2018-05-14,6829043,CL
2018-05-15,6857931,CL
2018-05-16,6876978,CL
2018-05-17,7149367,CL
2018-05-18,7843962,CL
2018-05-19,7353576,CL
2018-05-20,6432833,CL
2018-05-21,6062521,CL
2018-05-22,6807126,CL
2018-05-23,6909152,CL
2018-05-24,7033653,CL
2018-05-25,7403482,CL
2018-05-26,6785068,CL
2018-05-27,6055556,CL
2018-05-28,6413716,CL
2018-05-29,6377344,CL
2018-05-30,6726817,CL
2018-05-31,6968349,CL
2018-06-01,7418348,CL
2018-06-02,7063948,CL
2018-06-03,6097914,CL
2018-06-04,6338720,CL
2018-06-05,6408350,CL
2018-06-06,6782405,CL
2018-06-07,6909402,CL
2018-06-08,7631519,CL
2018-06-09,6940654,CL
2018-06-10,5700900,CL
2018-06-11,6113376,CL
2018-06-12,6635321,CL
2018-06-13,6804372,CL
2018-06-14,6853091,CL
2018-06-15,7166982,CL
2018-06-16,7081991,CL
2018-06-17,5949233,CL
2018-06-18,6783933,CL
2018-06-19,7326190,CL
2018-06-20,7247696,CL
2018-06-21,7282739,CL
2018-06-22,7775172,CL
2018-06-23,7294286,CL
2018-06-24,6173050,CL
2018-06-25,6926667,CL
2018-06-26,6856635,CL
2018-06-27,7255350,CL
2018-06-28,7446545,CL
2018-06-29,8707271,CL
2018-06-30,7671718,CL
2018-07-01,6428459,CL
2018-07-02,6455635,CL
2018-07-03,7421700,CL
2018-07-04,7545891,CL
2018-07-05,7573045,CL
2018-07-06,7636271,CL
2018-07-07,7796912,CL
2018-07-08,7113057,CL
2018-07-09,7787880,CL
2018-07-10,7479947,CL
2018-07-11,7716055,CL
2018-07-12,8068525,CL
2018-07-13,8696767,CL
2018-07-14,8253181,CL
2018-07-15,6742403,CL
2018-07-16,6696731,CL
2018-07-17,8098946,CL
2018-07-18,8022139,CL
2018-07-19,7458342,CL
2018-07-20,7972966,CL
2018-07-21,7849820,CL
2018-07-22,7180228,CL
2018-07-23,7808459,CL
2018-07-24,7904048,CL
2018-07-25,7978611,CL
2018-07-26,7955735,CL
2018-07-27,8065427,CL
2018-07-28,8227126,CL
2018-07-29,7252873,CL
2018-07-30,8022762,CL
2018-07-31,8079953,CL
2018-08-01,7963599,CL
2018-08-02,7997117,CL
2018-08-03,8774276,CL
2018-08-04,8293136,CL
2018-08-05,7306435,CL
2018-08-06,8060564,CL
2018-08-07,8181679,CL
2018-08-08,8374460,CL
2018-08-09,8407349,CL
2018-08-10,9169048,CL
2018-08-11,8631179,CL
2018-08-12,7494394,CL
2018-08-13,8352620,CL
2018-08-14,8501652,CL
2018-08-15,7552972,CL
2018-08-16,8304466,CL
2018-08-17,8882525,CL
2018-08-18,8108358,CL
2018-08-19,7332634,CL
2018-08-20,8256885,CL
2018-08-21,8238915,CL
2018-08-22,7948193,CL
2018-08-23,7772276,CL
2018-08-24,9352612,CL
2018-08-25,8695854,CL
2018-08-26,7981642,CL
2018-08-27,8666408,CL
2018-08-28,8544455,CL
2018-08-29,8567821,CL
2018-08-30,8429979,CL
2018-08-31,9268791,CL
2018-09-01,9006930,CL
2018-09-02,7861932,CL
2018-09-03,8825648,CL
2018-09-04,8912723,CL
2018-09-05,8562876,CL
2018-09-06,8846097,CL
2018-09-07,9426659,CL
2018-09-08,9050052,CL
2018-09-09,7991744,CL
2018-09-10,8689888,CL
2018-09-11,8508473,CL
2018-09-12,8562946,CL
2018-09-13,8893826,CL
2018-09-14,9470890,CL
2018-09-15,9053501,CL
2018-09-16,8504675,CL
2018-09-17,7919622,CL
2018-09-18,7410551,CL
2018-09-19,6407949,CL
2018-09-20,7410581,CL
2018-09-21,8061018,CL
2018-09-22,7968543,CL
