Song,Artist,Date,Streams,Rank,Country
Watermelon Sugar,Harry Styles,2020-09-01,"4,415",19,Ukraine
Москва любит...,Scriptonite,2020-09-01,"4,218",20,Ukraine
Minor,Miyagi & Andy Panda,2020-09-01,"4,133",21,Ukraine
Breaking Me,"Topic, A7S",2020-09-01,"4,063",22,Ukraine
Кобра,"The Hardkiss, MONATIK",2020-09-01,"3,988",23,Ukraine
Narcos,kizaru,2020-09-01,"3,988",24,Ukraine
Положение,Scriptonite,2020-09-01,"3,751",25,Ukraine
2 типа людей,Max Korzh,2020-09-01,"3,693",26,Ukraine
Midnight Sky,Miley Cyrus,2020-09-01,"3,581",27,Ukraine
Краш,"Klava Koka, NILETTO",2020-09-01,"3,504",28,Ukraine
Roses - Imanbek Remix,SAINt JHN,2020-09-01,"3,281",29,Ukraine
неболей,"Basta, Zivert",2020-09-01,"3,278",30,Ukraine
Ураган (feat. V $ X V PRiNCE),"GUF, Murovei",2020-09-01,"3,213",31,Ukraine
Вали,Канги,2020-09-01,"3,163",32,Ukraine
Smile (with The Weeknd),Juice WRLD,2020-09-01,"3,155",33,Ukraine
Trap Luv,Big Baby Tape,2020-09-01,"3,144",34,Ukraine
Времена,Max Korzh,2020-09-01,"3,142",35,Ukraine
Laugh Now Cry Later (feat. Lil Durk),Drake,2020-09-01,"3,052",36,Ukraine
БЕГИ feat. Poët,DJ Smash,2020-09-01,"2,991",37,Ukraine
MONEY LONG,kizaru,2020-09-01,"2,923",38,Ukraine
Such a Whore (Stellular Remix),JVLA,2020-09-01,"2,905",39,Ukraine
Honey's Kettle,"kizaru, HoodRich Pablo Juan",2020-09-01,"2,889",40,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2020-09-01,"2,886",41,Ukraine
Забил,ATL,2020-09-01,"2,878",42,Ukraine
Lovefool,twocolors,2020-09-01,"2,874",43,Ukraine
ВЕЧЕРиНОЧКА,"MONATIK, Vera Brezhneva",2020-09-01,"2,828",44,Ukraine
Шантаж,Max Korzh,2020-09-01,"2,804",45,Ukraine
Дорадура,дора,2020-09-01,"2,693",46,Ukraine
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-09-01,"2,681",47,Ukraine
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow",2020-09-01,"2,662",48,Ukraine
Balenciaga,FILV,2020-09-01,"2,661",49,Ukraine
Проснулся В Темноте,GONE.Fludd,2020-09-01,"2,577",50,Ukraine
Lollipop,"Gafur, JONY",2020-09-01,"2,561",51,Ukraine
Kosandra,Miyagi & Andy Panda,2020-09-01,"2,515",52,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2020-09-01,"2,511",53,Ukraine
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-09-01,"2,497",54,Ukraine
Kings & Queens,Ava Max,2020-09-01,"2,483",55,Ukraine
Yamakasi,Miyagi & Andy Panda,2020-09-01,"2,452",56,Ukraine
How You Like That,BLACKPINK,2020-09-01,"2,406",57,Ukraine
goosebumps,Travis Scott,2020-09-01,"2,395",58,Ukraine
Blueberry Faygo,Lil Mosey,2020-09-01,"2,383",59,Ukraine
ВТОРНИК,GONE.Fludd,2020-09-01,"2,370",60,Ukraine
Mood (feat. iann dior),24kGoldn,2020-09-01,"2,351",61,Ukraine
The Box,Roddy Ricch,2020-09-01,"2,350",62,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2020-09-01,"2,343",63,Ukraine
Инкассатор,ROCKET,2020-09-01,"2,341",64,Ukraine
Новый Мерин,MORGENSHTERN,2020-09-01,"2,320",65,Ukraine
Boom Boom,"LOBODA, PHARAOH",2020-09-01,"2,316",66,Ukraine
SICKO MODE,Travis Scott,2020-09-01,"2,302",67,Ukraine
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-09-01,"2,298",68,Ukraine
"The Plan - From the Motion Picture ""TENET""",Travis Scott,2020-09-01,"2,295",69,Ukraine
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",2020-09-01,"2,280",70,Ukraine
Малолетка,Max Korzh,2020-09-01,"2,275",71,Ukraine
Toosie Slide,Drake,2020-09-01,"2,253",72,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2020-09-01,"2,249",73,Ukraine
Плачу на техно,"Cream Soda, HLEB",2020-09-01,"2,243",74,Ukraine
Цепи,"Scriptonite, 104",2020-09-01,"2,242",75,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-09-01,"2,219",76,Ukraine
Over Now (with The Weeknd),Calvin Harris,2020-09-01,"2,216",77,Ukraine
Мы открываем бизнес (Skit),SHOOVAL,2020-09-01,"2,215",78,Ukraine
Кино,MACAN,2020-09-01,"2,210",79,Ukraine
Feel Right Bounce (Rmx),"7th Ward Shorty, Big Freedia",2020-09-01,"2,182",80,Ukraine
молчи,кис-кис,2020-09-01,"2,180",81,Ukraine
ДЕВОЧКА С КАРЕ,MUKKA,2020-09-01,"2,173",82,Ukraine
ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,2020-09-01,"2,168",83,Ukraine
death bed (coffee for your head),"Powfu, beabadoobee",2020-09-01,"2,166",84,Ukraine
Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,2020-09-01,"2,161",85,Ukraine
А если это любовь?,HammAli & Navai,2020-09-01,"2,136",86,Ukraine
Танцы,ssshhhiiittt!,2020-09-01,"2,127",87,Ukraine
27,FEDUK,2020-09-01,"2,123",88,Ukraine
Falling,Trevor Daniel,2020-09-01,"2,111",89,Ukraine
Мультибрендовый,"Scriptonite, 104, T-Fest, Niman",2020-09-01,"2,086",90,Ukraine
Двигаться,Raim,2020-09-01,"2,076",91,Ukraine
911,Eldzhey,2020-09-01,"2,068",92,Ukraine
Ананасовый сироп,"Natan, Gunwest",2020-09-01,"2,060",93,Ukraine
На своём вайбе (feat. Гуф),"Jah Khalib, GUF",2020-09-01,"2,056",94,Ukraine
Без ключа,PHARAOH,2020-09-01,"2,041",95,Ukraine
РАТАТАТАТА,"MORGENSHTERN, Vitya AK",2020-09-01,"2,037",96,Ukraine
Last Dance,Vremya i Steklo,2020-09-01,"2,036",97,Ukraine
Star Shopping,Lil Peep,2020-09-01,"2,022",98,Ukraine
Конфеты,"Markul, Платина",2020-09-01,"2,019",99,Ukraine
Втюрилась,дора,2020-09-01,"2,018",100,Ukraine
Freak (feat. REI AMI),Sub Urban,2020-09-01,"2,017",101,Ukraine
Всё в порядке,DK,2020-09-01,"2,015",102,Ukraine
She Wants,ROCKET,2020-09-01,"2,014",103,Ukraine
Серпантин,Markul,2020-09-01,"2,010",104,Ukraine
Там ревели горы,Miyagi & Andy Panda,2020-09-01,"2,004",105,Ukraine
Utopia,Miyagi & Andy Panda,2020-09-01,"1,952",106,Ukraine
Антигерой,Mnogoznaal,2020-09-01,"1,943",107,Ukraine
Малый повзрослел,Max Korzh,2020-09-01,"1,937",108,Ukraine
Кукла колдуна,Korol i Shut,2020-09-01,"1,896",109,Ukraine
Come & Go (with Marshmello),Juice WRLD,2020-09-01,"1,892",110,Ukraine
Не Киряй,"MUKKA, Три дня дождя",2020-09-01,"1,885",111,Ukraine
Credo,Zivert,2020-09-01,"1,884",112,Ukraine
Gimme The Loot,Big Baby Tape,2020-09-01,"1,880",113,Ukraine
Рашан моуст уонтэд,kizaru,2020-09-01,"1,878",114,Ukraine
Малиновый закат,Max Korzh,2020-09-01,"1,875",115,Ukraine
Номера,LSP,2020-09-01,"1,873",116,Ukraine
Между Нами,LIZER,2020-09-01,"1,865",117,Ukraine
ВЕСНУШКИ,Tima Belorusskih,2020-09-01,"1,857",118,Ukraine
ODIUM,LXST CXNTURY,2020-09-01,"1,847",119,Ukraine
my future,Billie Eilish,2020-09-01,"1,846",120,Ukraine
After Party,Don Toliver,2020-09-01,"1,846",121,Ukraine
Любимка,NILETTO,2020-09-01,"1,831",122,Ukraine
СИЛЬНО,MONATIK,2020-09-01,"1,823",123,Ukraine
Разнесем,Max Korzh,2020-09-01,"1,822",124,Ukraine
Fly 2,"Zivert, NILETTO",2020-09-01,"1,817",125,Ukraine
GOOBA,6ix9ine,2020-09-01,"1,813",126,Ukraine
Август,Intelligency,2020-09-01,"1,809",127,Ukraine
Серпантин,ATL,2020-09-01,"1,803",128,Ukraine
Wishing Well,Juice WRLD,2020-09-01,"1,799",129,Ukraine
Head & Heart (feat. MNEK),Joel Corry,2020-09-01,"1,798",130,Ukraine
Cry About It Later,Katy Perry,2020-09-01,"1,792",131,Ukraine
Rain On Me (with Ariana Grande),Lady Gaga,2020-09-01,"1,788",132,Ukraine
Бандана,Платина,2020-09-01,"1,778",133,Ukraine
Стресс,"SALUKI, LSP",2020-09-01,"1,770",134,Ukraine
Девочка с картинки,Egor Kreed,2020-09-01,"1,761",135,Ukraine
Silence,Max Barskih,2020-09-01,"1,761",136,Ukraine
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-09-01,"1,755",137,Ukraine
Perfect World,ROCKET,2020-09-01,"1,745",138,Ukraine
Break My Heart,Dua Lipa,2020-09-01,"1,733",139,Ukraine
Spirits,The Strumbellas,2020-09-01,"1,726",140,Ukraine
Say No Mo,kizaru,2020-09-01,"1,721",141,Ukraine
Не по пути,PHARAOH,2020-09-01,"1,715",142,Ukraine
Грустная Песня (feat. Егор Крид & MORGENSHTERN),"THRILL PILL, Egor Kreed",2020-09-01,"1,714",143,Ukraine
Надежда,FACE,2020-09-01,"1,698",144,Ukraine
Покинула чат,Klava Koka,2020-09-01,"1,696",145,Ukraine
Lucid Dreams,Juice WRLD,2020-09-01,"1,691",146,Ukraine
Yung Hefner,MORGENSHTERN,2020-09-01,"1,681",147,Ukraine
Мне пох,"Klava Koka, MORGENSHTERN",2020-09-01,"1,672",148,Ukraine
Party Girl,StaySolidRocky,2020-09-01,"1,668",149,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2020-09-01,"1,648",150,Ukraine
Surname (Prod. DJ Tape & Aarne),Big Baby Tape,2020-09-01,"1,647",151,Ukraine
Everything Black,"Unlike Pluto, Mike Taylor",2020-09-01,"1,640",152,Ukraine
Евгений Онегин,kizaru,2020-09-01,"1,639",153,Ukraine
СМУЗИ,The Limba,2020-09-01,"1,634",154,Ukraine
Ламбада,"T-Fest, Scriptonite",2020-09-01,"1,628",155,Ukraine
Don't Waste My Time,Thierry Von Der Warth,2020-09-01,"1,627",156,Ukraine
Дежавю - UA VERSION,Artem Pivovarov,2020-09-01,"1,626",157,Ukraine
NBA (Не мешай),"RSAC, ELLA",2020-09-01,"1,618",158,Ukraine
Dance Monkey,Tones And I,2020-09-01,"1,615",159,Ukraine
B.I.D,Markul,2020-09-01,"1,614",160,Ukraine
Infinite Tsukuyomi,ROCKET,2020-09-01,"1,611",161,Ukraine
Бумажный дом,МОТ,2020-09-01,"1,608",162,Ukraine
Днями-ночами,"pyrokinesis, MUKKA",2020-09-01,"1,607",163,Ukraine
На лету,V $ X V PRiNCE,2020-09-01,"1,604",164,Ukraine
A A A,"ROCKET, LILDRUGHILL",2020-09-01,"1,601",165,Ukraine
Девочка танцуй,Artik & Asti,2020-09-01,"1,600",166,Ukraine
Ты беспощадна,JONY,2020-09-01,"1,594",167,Ukraine
Sirenen (feat. AK Ausserkontrolle),Kontra K,2020-09-01,"1,589",168,Ukraine
Money long,kizaru,2020-09-01,"1,588",169,Ukraine
Air Force 1,lil krystalll,2020-09-01,"1,577",170,Ukraine
X2 - Prod. Gredy,Boulevard Depo,2020-09-01,"1,575",171,Ukraine
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2020-09-01,"1,559",172,Ukraine
Hokage,Big Baby Tape,2020-09-01,"1,555",173,Ukraine
Still Don't Know My Name,Labrinth,2020-09-01,"1,550",174,Ukraine
Горы по колено,Max Korzh,2020-09-01,"1,548",175,Ukraine
Веселей,Scriptonite,2020-09-01,"1,548",176,Ukraine
3x3,"Gruppa Skryptonite, 104, T-Fest",2020-09-01,"1,527",177,Ukraine
Это любовь,Scriptonite,2020-09-01,"1,523",178,Ukraine
Веселая песня,"Egor Kreed, MORGENSHTERN",2020-09-01,"1,522",179,Ukraine
Гостиница Космос,Mnogoznaal,2020-09-01,"1,519",180,Ukraine
Take You Dancing,Jason Derulo,2020-09-01,"1,514",181,Ukraine
Be Kind (with Halsey),Marshmello,2020-09-01,"1,505",182,Ukraine
Пачка сигарет,LIZER,2020-09-01,"1,503",183,Ukraine
что для тебя красота,maslo chernogo tmina,2020-09-01,"1,500",184,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2020-09-01,"1,499",185,Ukraine
Mood Swings (feat. Lil Tjay),Pop Smoke,2020-09-01,"1,488",186,Ukraine
Stunnin' (feat. Harm Franklin),Curtis Waters,2020-09-01,"1,483",187,Ukraine
Пачка сигарет,Kino,2020-09-01,"1,482",188,Ukraine
А уже фсё,Mitchel,2020-09-01,"1,480",189,Ukraine
"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,2020-09-01,"1,479",190,Ukraine
Baby,ROCKET,2020-09-01,"1,466",191,Ukraine
Like Shorty,7th Ward Shorty,2020-09-01,"1,464",192,Ukraine
Ау,"10AGE, Ramil'",2020-09-01,"1,454",193,Ukraine
Остров,МЫ,2020-09-01,"1,443",194,Ukraine
SAD!,XXXTENTACION,2020-09-01,"1,431",195,Ukraine
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2020-09-01,"1,422",196,Ukraine
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020-09-01,"1,419",197,Ukraine
Top Down,Dlexer,2020-09-01,"1,415",198,Ukraine
Животные,Scriptonite,2020-09-01,"1,414",199,Ukraine
Нон стоп,Poshlaya Molly,2020-09-01,"1,407",200,Ukraine
Дежавю,kizaru,2020-09-03,"7,326",1,Ukraine
Blinding Lights,The Weeknd,2020-09-03,"7,174",2,Ukraine
WAP (feat. Megan Thee Stallion),Cardi B,2020-09-03,"7,057",3,Ukraine
3 сентября,Mikhail Shufutinsky,2020-09-03,"6,681",4,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2020-09-03,"6,628",5,Ukraine
Поболело и прошло,HENSY,2020-09-03,"6,521",6,Ukraine
X.O,"The Limba, Andro",2020-09-03,"6,311",7,Ukraine
Dynamite,BTS,2020-09-03,"6,178",8,Ukraine
Fendi,Rakhim,2020-09-03,"5,617",9,Ukraine
Юность,Dabro,2020-09-03,"5,402",10,Ukraine
Сияй,Ramil',2020-09-03,"5,394",11,Ukraine
Wanna Be Me - Dirty Sole Screw,"Ex Rated Lover, J.A.M.O.N",2020-09-03,"5,268",12,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2020-09-03,"5,073",13,Ukraine
Тепло,Max Korzh,2020-09-03,"4,971",14,Ukraine
Watermelon Sugar,Harry Styles,2020-09-03,"4,694",15,Ukraine
Ice Cream (with Selena Gomez),BLACKPINK,2020-09-03,"4,684",16,Ukraine
Меня не будет,"ANIKV, SALUKI",2020-09-03,"4,647",17,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-09-03,"4,614",18,Ukraine
Колхозник,Mnogoznaal,2020-09-03,"4,568",19,Ukraine
ICE (feat. MORGENSHTERN),MORGENSHTERN,2020-09-03,"4,538",20,Ukraine
Москва любит...,Scriptonite,2020-09-03,"4,427",21,Ukraine
Breaking Me,"Topic, A7S",2020-09-03,"3,990",22,Ukraine
Положение,Scriptonite,2020-09-03,"3,967",23,Ukraine
Кобра,"The Hardkiss, MONATIK",2020-09-03,"3,963",24,Ukraine
Midnight Sky,Miley Cyrus,2020-09-03,"3,928",25,Ukraine
Minor,Miyagi & Andy Panda,2020-09-03,"3,837",26,Ukraine
Enough,FRENSH,2020-09-03,"3,820",27,Ukraine
Narcos,kizaru,2020-09-03,"3,691",28,Ukraine
Краш,"Klava Koka, NILETTO",2020-09-03,"3,648",29,Ukraine
Obey (with YUNGBLUD),Bring Me The Horizon,2020-09-03,"3,586",30,Ukraine
Roses - Imanbek Remix,SAINt JHN,2020-09-03,"3,472",31,Ukraine
2 типа людей,Max Korzh,2020-09-03,"3,399",32,Ukraine
неболей,"Basta, Zivert",2020-09-03,"3,312",33,Ukraine
Smile (with The Weeknd),Juice WRLD,2020-09-03,"3,173",34,Ukraine
Времена,Max Korzh,2020-09-03,"3,162",35,Ukraine
Such a Whore (Stellular Remix),JVLA,2020-09-03,"3,144",36,Ukraine
Trap Luv,Big Baby Tape,2020-09-03,"3,101",37,Ukraine
Ураган (feat. V $ X V PRiNCE),"GUF, Murovei",2020-09-03,"3,083",38,Ukraine
Вали,Канги,2020-09-03,"3,082",39,Ukraine
Laugh Now Cry Later (feat. Lil Durk),Drake,2020-09-03,"3,077",40,Ukraine
MONEY LONG,kizaru,2020-09-03,"3,023",41,Ukraine
Balenciaga,FILV,2020-09-03,"3,005",42,Ukraine
Lovefool,twocolors,2020-09-03,"2,987",43,Ukraine
БЕГИ feat. Poët,DJ Smash,2020-09-03,"2,950",44,Ukraine
Honey's Kettle,"kizaru, HoodRich Pablo Juan",2020-09-03,"2,868",45,Ukraine
Дорадура,дора,2020-09-03,"2,853",46,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2020-09-03,"2,793",47,Ukraine
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow",2020-09-03,"2,791",48,Ukraine
ВЕЧЕРиНОЧКА,"MONATIK, Vera Brezhneva",2020-09-03,"2,772",49,Ukraine
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-09-03,"2,729",50,Ukraine
Шантаж,Max Korzh,2020-09-03,"2,719",51,Ukraine
Забил,ATL,2020-09-03,"2,715",52,Ukraine
Kings & Queens,Ava Max,2020-09-03,"2,675",53,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2020-09-03,"2,671",54,Ukraine
Lollipop,"Gafur, JONY",2020-09-03,"2,619",55,Ukraine
Kosandra,Miyagi & Andy Panda,2020-09-03,"2,576",56,Ukraine
РАТАТАТАТА,"MORGENSHTERN, Vitya AK",2020-09-03,"2,537",57,Ukraine
Dreams of Nightmares,Calwood,2020-09-03,"2,523",58,Ukraine
Mood (feat. iann dior),24kGoldn,2020-09-03,"2,516",59,Ukraine
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-09-03,"2,472",60,Ukraine
Yamakasi,Miyagi & Andy Panda,2020-09-03,"2,427",61,Ukraine
Мы открываем бизнес (Skit),SHOOVAL,2020-09-03,"2,374",62,Ukraine
SICKO MODE,Travis Scott,2020-09-03,"2,374",63,Ukraine
Новый Мерин,MORGENSHTERN,2020-09-03,"2,366",64,Ukraine
Boom Boom,"LOBODA, PHARAOH",2020-09-03,"2,357",65,Ukraine
Втюрилась,дора,2020-09-03,"2,348",66,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2020-09-03,"2,345",67,Ukraine
Плачу на техно,"Cream Soda, HLEB",2020-09-03,"2,345",68,Ukraine
Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,2020-09-03,"2,341",69,Ukraine
goosebumps,Travis Scott,2020-09-03,"2,340",70,Ukraine
Цепи,"Scriptonite, 104",2020-09-03,"2,340",71,Ukraine
Проснулся В Темноте,GONE.Fludd,2020-09-03,"2,337",72,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2020-09-03,"2,337",73,Ukraine
Двигаться,Raim,2020-09-03,"2,336",74,Ukraine
27,FEDUK,2020-09-03,"2,321",75,Ukraine
Blueberry Faygo,Lil Mosey,2020-09-03,"2,317",76,Ukraine
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-09-03,"2,291",77,Ukraine
Кино,MACAN,2020-09-03,"2,290",78,Ukraine
Малолетка,Max Korzh,2020-09-03,"2,265",79,Ukraine
ВТОРНИК,GONE.Fludd,2020-09-03,"2,259",80,Ukraine
The Box,Roddy Ricch,2020-09-03,"2,253",81,Ukraine
ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,2020-09-03,"2,251",82,Ukraine
Gimme The Loot,Big Baby Tape,2020-09-03,"2,244",83,Ukraine
How You Like That,BLACKPINK,2020-09-03,"2,244",84,Ukraine
Инкассатор,ROCKET,2020-09-03,"2,237",85,Ukraine
Toosie Slide,Drake,2020-09-03,"2,205",86,Ukraine
"The Plan - From the Motion Picture ""TENET""",Travis Scott,2020-09-03,"2,204",87,Ukraine
ДЕВОЧКА С КАРЕ,MUKKA,2020-09-03,"2,197",88,Ukraine
На своём вайбе (feat. Гуф),"Jah Khalib, GUF",2020-09-03,"2,191",89,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-09-03,"2,164",90,Ukraine
death bed (coffee for your head),"Powfu, beabadoobee",2020-09-03,"2,159",91,Ukraine
Без ключа,PHARAOH,2020-09-03,"2,149",92,Ukraine
Over Now (with The Weeknd),Calvin Harris,2020-09-03,"2,140",93,Ukraine
Серпантин,Markul,2020-09-03,"2,134",94,Ukraine
Рашан моуст уонтэд,kizaru,2020-09-03,"2,120",95,Ukraine
Last Dance,Vremya i Steklo,2020-09-03,"2,100",96,Ukraine
Falling,Trevor Daniel,2020-09-03,"2,086",97,Ukraine
Танцы,ssshhhiiittt!,2020-09-03,"2,080",98,Ukraine
А если это любовь?,HammAli & Navai,2020-09-03,"2,062",99,Ukraine
Fly 2,"Zivert, NILETTO",2020-09-03,"2,043",100,Ukraine
Мультибрендовый,"Scriptonite, 104, T-Fest, Niman",2020-09-03,"2,043",101,Ukraine
Любимка,NILETTO,2020-09-03,"2,041",102,Ukraine
Star Shopping,Lil Peep,2020-09-03,"2,036",103,Ukraine
Малый повзрослел,Max Korzh,2020-09-03,"2,035",104,Ukraine
Come & Go (with Marshmello),Juice WRLD,2020-09-03,"2,020",105,Ukraine
Credo,Zivert,2020-09-03,"2,019",106,Ukraine
Конфеты,"Markul, Платина",2020-09-03,"2,000",107,Ukraine
911,Eldzhey,2020-09-03,"1,996",108,Ukraine
Антигерой,Mnogoznaal,2020-09-03,"1,986",109,Ukraine
Ананасовый сироп,"Natan, Gunwest",2020-09-03,"1,981",110,Ukraine
Head & Heart (feat. MNEK),Joel Corry,2020-09-03,"1,971",111,Ukraine
молчи,кис-кис,2020-09-03,"1,957",112,Ukraine
my future,Billie Eilish,2020-09-03,"1,898",113,Ukraine
Малиновый закат,Max Korzh,2020-09-03,"1,891",114,Ukraine
Бандана,Платина,2020-09-03,"1,890",115,Ukraine
Rain On Me (with Ariana Grande),Lady Gaga,2020-09-03,"1,885",116,Ukraine
She Wants,ROCKET,2020-09-03,"1,882",117,Ukraine
Utopia,Miyagi & Andy Panda,2020-09-03,"1,863",118,Ukraine
Freak (feat. REI AMI),Sub Urban,2020-09-03,"1,844",119,Ukraine
Там ревели горы,Miyagi & Andy Panda,2020-09-03,"1,842",120,Ukraine
Август,Intelligency,2020-09-03,"1,833",121,Ukraine
Yung Hefner,MORGENSHTERN,2020-09-03,"1,821",122,Ukraine
Грустная Песня (feat. Егор Крид & MORGENSHTERN),"THRILL PILL, Egor Kreed",2020-09-03,"1,820",123,Ukraine
СМУЗИ,The Limba,2020-09-03,"1,818",124,Ukraine
Не Киряй,"MUKKA, Три дня дождя",2020-09-03,"1,815",125,Ukraine
Surname (Prod. DJ Tape & Aarne),Big Baby Tape,2020-09-03,"1,802",126,Ukraine
ODIUM,LXST CXNTURY,2020-09-03,"1,797",127,Ukraine
ВЕСНУШКИ,Tima Belorusskih,2020-09-03,"1,793",128,Ukraine
Cry About It Later,Katy Perry,2020-09-03,"1,791",129,Ukraine
Всё в порядке,DK,2020-09-03,"1,788",130,Ukraine
Серпантин,ATL,2020-09-03,"1,788",131,Ukraine
Между Нами,LIZER,2020-09-03,"1,783",132,Ukraine
СИЛЬНО,MONATIK,2020-09-03,"1,779",133,Ukraine
Дежавю - UA VERSION,Artem Pivovarov,2020-09-03,"1,770",134,Ukraine
Стресс,"SALUKI, LSP",2020-09-03,"1,766",135,Ukraine
Девочка с картинки,Egor Kreed,2020-09-03,"1,763",136,Ukraine
Девочка танцуй,Artik & Asti,2020-09-03,"1,759",137,Ukraine
Разнесем,Max Korzh,2020-09-03,"1,749",138,Ukraine
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-09-03,"1,741",139,Ukraine
Покинула чат,Klava Koka,2020-09-03,"1,730",140,Ukraine
Wishing Well,Juice WRLD,2020-09-03,"1,723",141,Ukraine
Ламбада,"T-Fest, Scriptonite",2020-09-03,"1,711",142,Ukraine
Бумажный дом,МОТ,2020-09-03,"1,708",143,Ukraine
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",2020-09-03,"1,699",144,Ukraine
Say No Mo,kizaru,2020-09-03,"1,693",145,Ukraine
Silence,Max Barskih,2020-09-03,"1,686",146,Ukraine
After Party,Don Toliver,2020-09-03,"1,682",147,Ukraine
Мне пох,"Klava Koka, MORGENSHTERN",2020-09-03,"1,669",148,Ukraine
Кукла колдуна,Korol i Shut,2020-09-03,"1,665",149,Ukraine
Lucid Dreams,Juice WRLD,2020-09-03,"1,659",150,Ukraine
Everything,Jayden Valentine,2020-09-03,"1,656",151,Ukraine
NBA (Не мешай),"RSAC, ELLA",2020-09-03,"1,640",152,Ukraine
X2 - Prod. Gredy,Boulevard Depo,2020-09-03,"1,633",153,Ukraine
GOOBA,6ix9ine,2020-09-03,"1,630",154,Ukraine
Everything Black,"Unlike Pluto, Mike Taylor",2020-09-03,"1,628",155,Ukraine
3x3,"Gruppa Skryptonite, 104, T-Fest",2020-09-03,"1,622",156,Ukraine
Номера,LSP,2020-09-03,"1,619",157,Ukraine
Air Force 1,lil krystalll,2020-09-03,"1,616",158,Ukraine
