Song,Artist,Date,Streams,Rank,Country
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-03,"2,835",1,Luxembourg
Shape of You,Ed Sheeran,2017-06-03,"1,940",2,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-06-03,"1,936",3,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-03,"1,869",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-03,"1,603",5,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-03,"1,576",6,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-03,"1,500",7,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-03,"1,450",8,Luxembourg
Mask Off,Future,2017-06-03,"1,439",9,Luxembourg
Attention,Charlie Puth,2017-06-03,"1,400",10,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-03,"1,391",11,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-03,"1,387",12,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-03,"1,381",13,Luxembourg
Thunder,Imagine Dragons,2017-06-03,"1,381",14,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-03,"1,357",15,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-03,"1,326",16,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-03,"1,202",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-03,"1,195",18,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-03,"1,106",19,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-03,"1,086",20,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-03,"1,023",21,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-06-03,"1,010",22,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-05,"2,447",1,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-05,"1,792",2,Luxembourg
Shape of You,Ed Sheeran,2017-06-05,"1,658",3,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-05,"1,538",4,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-05,"1,493",5,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-05,"1,398",6,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-05,"1,320",7,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-05,"1,312",8,Luxembourg
Mask Off,Future,2017-06-05,"1,307",9,Luxembourg
Attention,Charlie Puth,2017-06-05,"1,277",10,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-05,"1,242",11,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-05,"1,218",12,Luxembourg
Thunder,Imagine Dragons,2017-06-05,"1,200",13,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-05,"1,200",14,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-05,"1,180",15,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-05,"1,147",16,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-05,"1,101",17,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-05,"1,050",18,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-05,"1,041",19,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-08,"2,454",1,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-08,"1,872",2,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-08,"1,749",3,Luxembourg
Shape of You,Ed Sheeran,2017-06-08,"1,684",4,Luxembourg
Attention,Charlie Puth,2017-06-08,"1,518",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-08,"1,509",6,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-08,"1,448",7,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-08,"1,377",8,Luxembourg
Thunder,Imagine Dragons,2017-06-08,"1,369",9,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-08,"1,334",10,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-08,"1,297",11,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-08,"1,286",12,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-08,"1,282",13,Luxembourg
Mask Off,Future,2017-06-08,"1,266",14,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-08,"1,236",15,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-08,"1,215",16,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-08,"1,151",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-08,"1,123",18,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-08,"1,104",19,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-08,"1,103",20,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-09,"2,580",1,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-09,"2,112",2,Luxembourg
Shape of You,Ed Sheeran,2017-06-09,"1,871",3,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-09,"1,849",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-09,"1,783",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-09,"1,648",6,Luxembourg
Attention,Charlie Puth,2017-06-09,"1,552",7,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-09,"1,483",8,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-09,"1,434",9,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-09,"1,421",10,Luxembourg
Thunder,Imagine Dragons,2017-06-09,"1,386",11,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-09,"1,366",12,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-09,"1,357",13,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-09,"1,334",14,Luxembourg
Mask Off,Future,2017-06-09,"1,333",15,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-09,"1,303",16,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-09,"1,212",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-09,"1,157",18,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-09,"1,152",19,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-09,"1,064",20,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-06-09,"1,017",21,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-09,"1,006",22,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-06-09,"1,004",23,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-07,"2,361",1,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-07,"1,765",2,Luxembourg
Shape of You,Ed Sheeran,2017-06-07,"1,713",3,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-07,"1,595",4,Luxembourg
Attention,Charlie Puth,2017-06-07,"1,520",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-07,"1,443",6,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-07,"1,377",7,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-07,"1,343",8,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-07,"1,340",9,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-07,"1,290",10,Luxembourg
Thunder,Imagine Dragons,2017-06-07,"1,282",11,Luxembourg
Mask Off,Future,2017-06-07,"1,265",12,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-07,"1,250",13,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-07,"1,224",14,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-07,"1,219",15,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-07,"1,187",16,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-07,"1,144",17,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-07,"1,139",18,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-07,"1,100",19,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-07,"1,081",20,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-06-07,"1,020",21,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-04,"2,449",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-06-04,"1,728",2,Luxembourg
Shape of You,Ed Sheeran,2017-06-04,"1,697",3,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-04,"1,487",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-04,"1,457",5,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-04,"1,374",6,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-04,"1,320",7,Luxembourg
Mask Off,Future,2017-06-04,"1,284",8,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-04,"1,279",9,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-04,"1,276",10,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-04,"1,230",11,Luxembourg
Thunder,Imagine Dragons,2017-06-04,"1,205",12,Luxembourg
Attention,Charlie Puth,2017-06-04,"1,184",13,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-04,"1,173",14,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-04,"1,168",15,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-04,"1,121",16,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-04,"1,075",17,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-04,"1,035",18,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-04,"1,003",19,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-06,"2,407",1,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-06,"1,774",2,Luxembourg
Shape of You,Ed Sheeran,2017-06-06,"1,645",3,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-06,"1,583",4,Luxembourg
Attention,Charlie Puth,2017-06-06,"1,415",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-06,"1,375",6,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-06,"1,365",7,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-06,"1,352",8,Luxembourg
Mask Off,Future,2017-06-06,"1,309",9,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-06,"1,274",10,Luxembourg
Thunder,Imagine Dragons,2017-06-06,"1,271",11,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-06,"1,259",12,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-06,"1,251",13,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-06,"1,216",14,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-06,"1,168",15,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-06,"1,153",16,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-06,"1,096",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-06,"1,068",18,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-06,"1,048",19,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-06-06,"1,019",20,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-06-06,"1,004",21,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-06,"1,004",22,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-11,"2,427",1,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-11,"2,260",2,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-11,"1,733",3,Luxembourg
Shape of You,Ed Sheeran,2017-06-11,"1,661",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-11,"1,630",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-11,"1,516",6,Luxembourg
Attention,Charlie Puth,2017-06-11,"1,385",7,Luxembourg
Thunder,Imagine Dragons,2017-06-11,"1,323",8,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-11,"1,300",9,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-11,"1,300",10,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-11,"1,261",11,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-11,"1,250",12,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-11,"1,232",13,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-11,"1,198",14,Luxembourg
Mask Off,Future,2017-06-11,"1,186",15,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-11,"1,183",16,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-11,"1,165",17,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-11,"1,042",18,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-11,"1,037",19,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-10,"2,787",1,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-10,"2,392",2,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-10,"2,027",3,Luxembourg
Shape of You,Ed Sheeran,2017-06-10,"1,907",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-10,"1,834",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-10,"1,736",6,Luxembourg
Attention,Charlie Puth,2017-06-10,"1,586",7,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-10,"1,561",8,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-10,"1,537",9,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-10,"1,503",10,Luxembourg
Thunder,Imagine Dragons,2017-06-10,"1,474",11,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-10,"1,450",12,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-10,"1,445",13,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-10,"1,431",14,Luxembourg
Mask Off,Future,2017-06-10,"1,425",15,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-10,"1,388",16,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-10,"1,379",17,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-10,"1,221",18,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-10,"1,185",19,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-10,"1,172",20,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-10,"1,123",21,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-10,"1,122",22,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-06-10,"1,107",23,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-06-10,"1,094",24,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-15,"2,543",1,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-15,"2,390",2,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-15,"1,805",3,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-15,"1,801",4,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-15,"1,576",5,Luxembourg
Attention,Charlie Puth,2017-06-15,"1,573",6,Luxembourg
Shape of You,Ed Sheeran,2017-06-15,"1,541",7,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-15,"1,512",8,Luxembourg
Thunder,Imagine Dragons,2017-06-15,"1,442",9,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-15,"1,414",10,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-15,"1,409",11,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-15,"1,392",12,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-15,"1,319",13,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-15,"1,301",14,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-15,"1,289",15,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-15,"1,286",16,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-15,"1,223",17,Luxembourg
Mask Off,Future,2017-06-15,"1,194",18,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-15,"1,145",19,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-15,"1,129",20,Luxembourg
Your Song,Rita Ora,2017-06-15,"1,051",21,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-06-15,"1,049",22,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-15,"1,029",23,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-06-15,"1,012",24,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-06-15,"1,010",25,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-17,"2,607",1,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-17,"2,191",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-06-17,"1,868",3,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-17,"1,830",4,Luxembourg
Shape of You,Ed Sheeran,2017-06-17,"1,771",5,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-17,"1,768",6,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-17,"1,766",7,Luxembourg
Thunder,Imagine Dragons,2017-06-17,"1,518",8,Luxembourg
Attention,Charlie Puth,2017-06-17,"1,477",9,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-17,"1,475",10,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-17,"1,451",11,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-17,"1,397",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-17,"1,345",13,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-17,"1,320",14,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-17,"1,280",15,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-17,"1,271",16,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-17,"1,258",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-17,"1,228",18,Luxembourg
Mask Off,Future,2017-06-17,"1,180",19,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-17,"1,146",20,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-17,"1,070",21,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-17,"1,035",22,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-12,"2,365",1,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-12,"2,334",2,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-12,"1,814",3,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-12,"1,635",4,Luxembourg
Shape of You,Ed Sheeran,2017-06-12,"1,517",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-12,"1,469",6,Luxembourg
Attention,Charlie Puth,2017-06-12,"1,367",7,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-12,"1,317",8,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-12,"1,285",9,Luxembourg
Thunder,Imagine Dragons,2017-06-12,"1,272",10,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-12,"1,232",11,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-12,"1,217",12,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-12,"1,201",13,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-12,"1,198",14,Luxembourg
Mask Off,Future,2017-06-12,"1,180",15,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-12,"1,163",16,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-12,"1,158",17,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-12,"1,070",18,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-12,"1,063",19,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-18,"2,339",1,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-18,"1,999",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-06-18,"1,913",3,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-18,"1,663",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-18,"1,630",5,Luxembourg
Shape of You,Ed Sheeran,2017-06-18,"1,567",6,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-18,"1,526",7,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-18,"1,388",8,Luxembourg
Attention,Charlie Puth,2017-06-18,"1,387",9,Luxembourg
Thunder,Imagine Dragons,2017-06-18,"1,362",10,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-18,"1,287",11,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-18,"1,280",12,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-18,"1,239",13,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-18,"1,215",14,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-18,"1,212",15,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-18,"1,197",16,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-18,"1,186",17,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-18,"1,068",18,Luxembourg
Mask Off,Future,2017-06-18,"1,058",19,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-18,"1,052",20,Luxembourg
Your Song,Rita Ora,2017-06-18,"1,037",21,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-06-18,"1,016",22,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-18,"1,014",23,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-13,"2,506",1,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-06-13,"2,446",2,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-06-13,"1,745",3,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-13,"1,731",4,Luxembourg
Shape of You,Ed Sheeran,2017-06-13,"1,647",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-13,"1,542",6,Luxembourg
Attention,Charlie Puth,2017-06-13,"1,446",7,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-13,"1,429",8,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-13,"1,400",9,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-13,"1,396",10,Luxembourg
Mask Off,Future,2017-06-13,"1,385",11,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-13,"1,373",12,Luxembourg
Thunder,Imagine Dragons,2017-06-13,"1,355",13,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-13,"1,337",14,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-13,"1,300",15,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-13,"1,299",16,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-13,"1,242",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-06-13,"1,136",18,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-13,"1,087",19,Luxembourg
